,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,LINC02163,LINC02156,TFAP2A-AS1,AC011374.1,AP000251.1,AF127577.3,SLC2A1-AS1,ADAMTS9-AS1,AC083973.1,AC027228.2,AL513123.1,SOX21-AS1,PVT1,SFTA1P,AC080037.1,AP003119.2,LINC00393,LINC00887,AL355388.1,LINC01698,LINC00355,AC026785.3,AC012213.4,AC114489.1,SOX2-OT,AC105206.1,AL139385.1,AC078778.1,AP003469.2,AC105219.4,LINC00392,AC138305.1,AC234772.2,AC012213.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,AP003721.1,AC025244.1,HOTAIR,LSAMP-AS1,C10orf91,AC096759.2,AC003958.2,MED4-AS1,LINC00520,SLC12A9-AS1,AC074194.1,LINC01208,AC093510.2,LINC01063,MIR130B,AC006238.1,HOTTIP,AC083880.1,PART1,AC010789.1,AC092115.3,LINC02323,LINC00470,LINC02321,LINC00592,BCRP3,AC005736.1,UCA1,AC002066.1,AC002116.2,LINC02014,LINC01968,LINC00337,MIR31HG,MIR137HG,AC022075.2,AC120498.4,AC090970.3,AC005722.2,AL163952.1,LINC00462,LINC00472,LINC00163,AL049649.1,LINC00461,LINC01460,AP002478.1,AC093904.4,ATP2A1-AS1,KCNH1-IT1,AC087667.1,GDNF-AS1,LINC00705,AC079467.1,LINC00536,C1orf132,AL353693.1,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,LINC02560,AC008011.2,AL033527.5,AC010913.1,LINC00896,AC093904.2,LINC02289,MUC2,LINC00173,U62317.2,AC061975.6,MLIP-IT1,AC012640.1,AC012625.1,LINC01629,AC073352.1,AC025211.1,AC130456.2,AL161785.1,MYO16-AS1,AC023824.4,NOVA1-AS1,WNT5A-AS1,LINC02527,AL139039.3,RBMS3-AS3,CASC11,ERVMER61-1,AC135178.1,AC090192.2,LINC00992,LINC00518,LINC00184,LINC00211,LINC00840,AC243773.2,STEAP2-AS1,AC089983.1,WASIR2,AC103740.2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC009275.1,LINC02387,AC006305.1,LINC01214,MIAT,CCDC26,LINC02454,AC036214.1,AL160408.1,HCG21,AL021395.1,AL357518.1,GS1-24F4.2,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL358394.1,AC100801.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,AC024592.2,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,AC078923.1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,AC138627.1,LINC00443,AC069439.2,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,LINC00973,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,Z98257.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-18-3419-01,2716,70,340,38,8,70,17,20,561,34,5,22,3,33,41,14,4,407,10,28,13,98,21,0,23,212,0,7,0,55,0,129,11,41,58,4,33,150,8,84,1,1,17,17,30,18,75,23,8,0,10,38,33,8,2,18,21,2,0,50,552,0,0,14,244,20,2,1,17,5,0,11,143,60,171,0,5,25,0,31,1,107,3,2,0,0,3,1,1,32,16,0,43,0,1,0,0,35,1,0,0,12,32,15,45,0,38,4,5,9,35,21,11,7,258,1,2,8,27,7,8,8,8,0,3,16,145,16,0,2,8,5,0,20,4,1,0,1,2,0,8,1,18,2,2,1323,1,2,125,1,0,0,296,9,1,2,2,0,13,0,34,0,6,0,7,1,0,1,96,0,0,10,1,0,1,0,13,0,1,0,1,0,0,2726,17,0,0,0,0,0,3,0,47,3,0,6,10,0,0,0,2,0,0,4,1,0,10,1,1,15,68,2,13,0,0,0,0,0,6,0,2,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TCGA-18-3421-01,3886,283,184,75,15,37,14,40,106,57,51,117,6,134,29,0,111,1485,293,34,31,8,20,8,7,0,2,19,8,471,1,20,25,9,35,1,7,18,13,178,13,0,68,0,0,10,58,0,1,0,5,34,13,5,1,62,6,0,9,48,467,3,20,36,0,54,27,0,8,2,9,24,7,1,45,999,44,12,13,90,3,2,79,44,0,1,13,122,1,0,23,3,19,147,6,10,0,24,25,1,4,0,1,27,17,12,12,14,3,1,44,9,20,62,0,13,2,0,1,11,17,9,9,2,0,0,18,0,6,7,18,1,0,7,72,6,0,1,3,1,8,16,94,10,7,59,63,15,11,7,0,0,129,1,13,24,1,0,100,0,47,0,8,0,0,0,7,3,2,1,0,8,1,0,18,12,2,0,1,0,40,0,0,32,2,0,4,1,9,0,2,4,1,0,0,0,0,2,0,0,11,0,0,22,0,2,44,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,1,4,2,6,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,1,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TCGA-18-4086-01,6079,368,44,81,16,20,75,11,113,48,63,72,7,39,85,51,425,1201,26,8,43,71,32,0,4,7,66,11,66,1188,0,208,30,28,28,59,63,108,8,466,15,0,54,27,0,11,113,1,5,1,26,23,58,5,0,51,3,1,2,20,349,2,50,61,4,9,76,1,14,17,8,17,13,8,13,7,1,16,5,38,47,15,3,56,2,9,12,32,16,7,21,50,1,113,11,1,6,28,6,0,3,3,0,60,67,27,17,13,15,0,15,4,253,26,0,5,2,3,16,5,5,0,22,1,6,1,407,12,2,4,7,1,0,4,25,2,4,1,6,1,4,192,6,1,5,34,8,93,53,7,0,7,1370,39,19,0,3,0,13,0,15,0,2,0,1,1,0,0,13,2,1,3,0,0,5,0,47,0,0,5,4,0,8,231,0,1,0,7,3,4,4,4,0,0,1,4,2,0,0,1,6,0,0,7,2,2,31,5,0,1,0,0,1,0,1,2,2,0,1,3,1,0,1,8,1,0,0,0,1,3,0,2,8,1,0,0,1,1,0,0,0,0,0,0,0,7,2,3,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,2
TCGA-18-4721-01,824,291,81,54,7,10,32,6,59,6,30,6,7,68,43,46,162,409,8,87,35,12,1,0,0,0,24,17,13,2944,0,73,6,28,29,0,18,16,19,140,14,0,15,27,0,30,1,6,0,0,4,8,44,71,0,8,4,0,3,5,17,0,34,2,23,15,10,0,6,1,6,1,19,2,13,8,17,1,1,13,7,0,7,42,0,6,0,18,10,0,6,1,2,1,6,0,1,15,14,2,0,4,6,13,4,1,7,6,4,0,1,3,21,1,0,2,0,5,0,3,5,0,5,3,1,28,119,23,3,11,5,4,0,1,82,0,2,0,3,6,1,5,1,1,0,92,5,2,4,1,0,0,97,17,3,14,3,0,14,0,4,0,0,0,1,1,0,3,17,0,0,0,0,0,1,0,20,0,0,0,0,0,0,38,0,0,0,0,9,3,0,0,0,0,0,1,1,0,2,2,0,0,0,4,3,8,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,3,0,0,0,0,5,2,0,0,0,0,0,0,3,0,0,0,0,0,5,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1
TCGA-18-5592-01,7229,540,171,225,0,0,87,29,572,9,66,191,2,60,16,55,483,1028,8,119,41,4,41,1,35,95,564,6,75,214,0,54,19,47,28,2,20,51,5,131,1,1,33,8,60,9,150,0,8,0,54,15,74,1,1,25,3,2,63,10,42,0,23,45,184,10,24,3,8,173,27,37,33,24,13,0,0,3,31,93,427,16,4,90,0,0,1,63,4,65,5,6,2,8,8,0,9,161,29,1,8,0,4,25,116,3,5,9,9,47,12,4,66,50,0,9,6,3,22,2,7,0,4,15,0,0,322,0,35,56,16,2,1,22,78,0,55,1,1,4,2,41,3,0,4,10,3,23,34,6,2,0,272,2,3,3,18,0,0,0,4,0,3,0,2,2,14,6,8,0,0,2,0,2,19,0,7,0,0,2,7,0,0,376,0,0,1,4,3,0,0,24,0,0,0,0,3,0,0,3,1,0,3,1,7,10,0,0,2,1,0,0,0,1,0,0,9,1,1,0,0,0,1,0,0,0,0,0,4,2,2,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0
TCGA-18-5595-01,7801,660,618,0,24,0,2,42,601,146,0,192,17,69,45,1,1277,1812,214,27,46,3,107,2,15,1,9,52,22,309,1,121,34,15,113,2,0,57,74,192,15,0,19,0,0,0,173,0,1,1,69,19,48,0,10,26,11,10,9,17,1439,0,54,10,0,50,33,2,53,133,9,39,14,9,15,70,4,3,2,33,764,2,8,53,1,2,0,3,3,15,33,9,0,104,3,3,1,15,2,0,8,1,12,54,166,19,20,3,7,3,18,10,22,11,2,8,5,1,2,11,1,6,17,10,0,0,1076,1,16,4,15,2,0,71,1,0,4,0,0,0,0,25,6,2,12,3,88,273,2,4,1,1,169,4,5,2,6,1,4,0,5,2,3,0,4,139,0,0,0,2,0,1,0,0,0,1,0,0,0,0,22,0,1,321,2,5,2,17,19,1,0,2,0,1,0,2,5,0,0,9,6,0,2,24,3,1,12,0,2,2,0,1,1,0,0,1,27,0,29,0,0,0,2,1,0,7,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,3,0,0,1,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,6
TCGA-21-1075-01,5697,1226,117,139,5,110,40,73,286,58,14,144,6,137,24,38,1576,1581,136,17,74,38,17,2,20,0,25,1,54,3951,0,57,31,120,33,1,112,126,0,131,74,0,88,3,2,0,121,2,0,4,43,50,77,171,2,17,14,1,0,26,95,0,100,38,471,26,27,0,6,108,18,23,15,4,6,113,0,17,2,73,51,6,2,106,4,2,6,309,73,5,12,0,0,146,8,0,7,28,16,1,3,24,2,68,20,75,5,21,39,5,15,2,190,25,0,3,10,11,1,12,3,3,6,49,2,55,492,3,70,12,12,5,0,3,293,3,0,0,2,4,19,39,3,2,4,100,47,54,37,3,18,30,13569,9,10,4,1,0,2,0,2,0,6,0,9,0,1,0,301,0,1,0,3,4,4,0,2,0,0,9,28,0,0,143,2,0,4,12,7,8,0,2,0,2,0,17,0,1,0,6,11,23,0,5,0,6,64,0,0,2,0,2,0,0,2,0,0,0,12,1,1,0,1,0,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,12,0,0,1,44,0,0,0,0,4
TCGA-21-1076-01,1313,289,112,183,23,29,53,20,409,12,47,74,56,32,31,49,712,1059,383,5,36,148,25,1,12,7,2,13,36,672,1,253,63,41,41,1192,19,108,16,989,9,1,23,47,17,44,5,0,1,4,521,19,25,6,7,13,8,9,3,25,32,1,26,13,193,14,70,7,33,58,9,11,40,4,9,35,10,5,0,30,32,69,5,339,1,4,19,17,35,33,5,23,1,60,6,80,5,114,33,11,5,23,6,34,84,15,34,14,11,9,30,4,109,36,0,57,4,8,40,2,2,5,85,27,18,4,80,35,3,20,10,11,0,7,38,3,2,4,7,0,3,18,2,5,9,59,155,10,19,1,13,1,1595,49,11,14,13,0,7,0,7,7,6,0,3,52,21,8,147,2,1,7,2,1,8,0,18,1,0,1,15,0,2,168,10,2,2,4,38,3,10,10,3,1,7,7,0,0,1,3,26,97,12,10,5,5,40,3,9,18,6,4,2,1,1,2,3,1,6,1,3,2,0,4,3,7,0,7,1,0,38,2,3,1,2,1,2,0,4,3,1,0,1,0,6,0,3,0,3,1,1,0,4,0,0,0,1,1,0,1,7,0,2,0,0,0,0
TCGA-21-1077-01,2871,364,167,30,25,72,18,25,82,25,25,50,20,33,46,2,905,596,169,24,32,76,14,1,4,75,20,1,23,12149,1,123,16,34,20,499,24,78,0,526,15,2,25,6,18,26,73,12,4,1,61,59,50,33,2,57,6,1,7,19,110,1,44,29,202,11,30,6,21,24,15,11,51,8,25,5,16,7,1,35,42,109,18,167,1,3,18,119,38,12,5,13,13,5,3,5,4,62,2,1,3,49,11,78,15,23,18,21,28,4,52,4,14,56,8,4,3,8,1,2,11,3,27,6,66,3,257,108,27,39,10,23,0,14,73,0,1,7,4,0,6,29,21,1,3,64,39,20,20,1,2,27,5131,15,32,8,5,0,1,2,6,1,5,0,2,14,1,15,5,4,0,3,0,1,16,3,31,3,0,1,5,0,12,178,3,0,1,79,27,2,1,0,1,0,0,11,0,0,1,1,9,280,7,3,3,1,16,10,7,1,11,2,0,0,5,0,1,3,4,3,4,1,0,4,1,8,5,0,0,0,5,0,1,1,1,1,3,0,0,2,0,1,3,0,26,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,3,2,0,0,0,0,11
TCGA-21-1078-01,2944,317,429,203,14,10,179,59,50,22,0,194,1,25,22,18,721,417,21,35,54,2,48,10,0,0,0,18,7,33,0,105,22,0,82,0,22,0,23,217,0,0,2,0,0,46,35,8,0,1,0,18,56,0,2,0,11,6,24,19,11,1,5,97,0,1,4,0,15,11793,2,3,17,0,8,0,0,16,24,6,3,68,0,39,0,0,0,0,3,36,10,0,0,0,2,2,0,813,1,0,0,0,0,27,100,1,5,10,17,21,5,16424,1,2,0,1,3,1,759,8,6,0,9,0,1,1,126,0,1,2,0,0,0,1,154,0,1,0,73,0,0,0,34,3,4,2,9,9,47,6,2,0,11,3,1,2,0,0,0,0,2,0,2,0,1,0,0,1,15,6,0,0,0,1,0,0,80,0,0,0,15,0,0,62474,1,0,0,1,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-21-1079-01,5170,12,434,195,7,34,79,59,109,35,34,46,2,56,34,13,11,330,132,13,30,3,146,0,21,126,12,2,51,40,2,52,15,17,11,1,0,160,1,335,0,0,3,0,57,8,109,4,15,0,97,21,41,0,1,26,2,3,18,10,28,2,10,79,58,13,33,0,6,61,167,6,0,3,45,1062,10,5,1,66,57,4,4,73,1,204,4,14,2,6,28,1,6,94,11,1,3,28,6,1,7,10,0,11,0,36,23,18,8,11,4,5,9,7,0,11,3,3,58,1,7,0,10,12,0,0,134,26,1,2,2,4,0,284,12,42,41,1,5,77,0,6,2,47,1,177,0,79,32,4,1,9,143,16,113,2,12,0,0,1,0,0,2,0,0,0,63,31,7,0,0,0,0,1,287,0,2,0,0,0,1,0,0,899,1,0,0,5,0,0,3,0,9,0,0,1,0,0,9,1,0,0,1,6,0,0,0,2,13,0,2,0,12,0,0,0,4,0,0,0,0,0,0,1,9,0,0,1,54,0,4,27,2,0,5,0,36,0,0,0,2,1,14,0,3,0,0,0,1,2,47,20,0,0,1,0,0,0,0,5,4,0,0,0,1,0,0
TCGA-21-1080-01,7493,75,267,239,6,32,107,24,159,25,23,37,1,34,10,101,32,1359,35,11,9,957,144,1,34,7,43,4,3,36,0,39,20,4,42,1952,21,120,13,180,22,1,2,23,14,10,40,30,3,2,546,37,12,3,3,16,2,1,17,28,17,327,5,18,170,27,25,2,9,22,19,12,29,7,21,12,0,65,1,28,6,93,15,90,0,14,0,2,4,12,10,1,11,4,12,11,0,49,18,6,7,20,8,30,5,0,58,10,22,4,24,0,6,3,109,22,4,8,1,14,6,10,16,43,0,27,19,20,4,178,39,0,0,13,18,1,8,1,1,0,3,1,12,1,7,95,15,6,21,4,0,0,257,17,0,31,6,0,0,0,43,0,1,0,3,1,7,15,10,0,0,2,0,3,17,0,2,0,0,0,5,0,2,21895,21,0,2,0,8,5,23,2,0,2,0,6,3,0,164,0,14,0,0,3,3,5,1,1,2,5,6,1,9,0,0,0,0,1,3,3,0,1,0,0,0,0,3,24,1,3,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
TCGA-21-1083-01,7961,136,801,66,23,299,72,111,318,93,57,194,40,30,59,19,13,2842,46,587,153,101,4,0,92,291,161,9,19,46,1,139,110,84,77,5,25,40,26,692,0,1,8,25,15,18,896,51,97,1,5,82,123,21,8,39,19,8,30,82,21,4,64,17,561,24,17,7,13,20,2,24,106,10,174,2,0,240,6,162,595,304,1,85,0,11,23,5,448,186,5,0,17,98,1,0,2,1198,4,4,6,116,30,42,24,14,101,30,152,31,3,0,88,18,82,2,34,20,14,33,25,0,32,1,49,27,34,69,73,171,20,454,0,9,46,0,22,3,8,0,26,11,54,12,8,794,13,32,44,5,3,0,644,23,4,6,54,0,8,0,28,0,0,0,10,234,0,0,23,0,0,3,3,1,108,1,3,0,0,2,2,0,8,1281,1,0,0,4,2,14,2,1,0,0,0,3,17,4,1,27,1,106,0,11,0,0,10,268,4,2,150,1,12,0,0,0,0,8,0,1,0,1,0,0,1,1,2,0,1,1,17,0,1,0,2,7,0,0,7,3,0,0,2,0,0,0,143,0,0,5,2,4,0,1,0,0,0,1,0,1,0,40,4,0,59,0,0
TCGA-21-5782-01,899,176,98,38,77,39,46,22,40,33,27,84,73,32,11,8,805,576,87,35,15,63,52,3,45,75,13,2,10,414,10,43,21,7,30,847,44,20,8,210,26,8,24,10,30,64,27,22,45,1,50,9,31,85,14,30,13,7,34,13,245,42,9,19,228,34,40,4,41,33,18,5,12,97,33,21,77,18,6,18,35,60,13,150,15,39,171,29,25,33,15,21,22,171,35,13,72,137,11,206,7,3,79,17,6,9,21,23,15,7,28,118,22,4,9,12,8,9,5,6,10,29,25,19,32,49,32,22,17,67,51,130,1,54,23,21,23,56,71,36,16,11,25,17,68,240,91,27,66,24,38,22,206,581,34,42,32,4,30,5,43,97,43,0,9,96,40,8,156,28,9,50,13,13,64,8,18,8,7,8,51,12,14,326,9,2,3,46,16,23,34,18,13,11,6,6,2,21,12,39,11,54,42,108,25,14,23,16,9,25,27,2,6,15,10,22,27,38,44,8,4,4,14,7,13,10,7,8,4,20,47,30,14,54,13,42,11,10,37,23,27,14,14,14,21,16,51,29,55,3,3,11,31,9,1,10,37,152,18,14,4,1,25,14,13,5,35
TCGA-21-5784-01,14193,42,121,171,26,34,62,43,305,31,88,66,34,85,17,6,426,690,584,60,20,2,61,0,24,0,2,94,11,94,1,80,11,25,101,0,21,51,24,378,0,2,36,22,1,32,113,0,10,3,3,11,73,8,5,24,5,3,33,19,44,1,11,25,227,12,17,2,24,12,11,5,16,7,25,18,1,8,2,42,9,1,6,71,4,11,0,36,8,63,6,22,9,1,6,26,6,42,35,2,16,2,0,37,183,2,10,13,7,55,32,8,11,113,0,1,1,4,4,1,12,79,47,3,0,0,31,10,8,27,4,0,0,7,25,7,22,5,6,20,3,2,14,0,0,290,97,43,12,0,4,1,76,10,0,6,27,1,9,2,50,1,170,0,2,0,0,1,4,8,0,8,0,0,5,0,2,4,0,1,578,0,0,363,2,2,5,19,78,0,3,1,1,1,0,0,3,1,1,0,70,2,0,0,5,8,61,0,1,1,0,0,0,0,3,0,0,0,18,1,0,0,0,26,0,17,0,0,0,1,10,5,0,0,0,0,1,0,0,0,1,0,0,11,0,0,18,0,1,6,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
TCGA-21-5786-01,6070,571,289,193,6,62,4,59,501,135,78,96,12,51,34,1,123,529,20,13,36,0,141,0,48,279,3,21,6,150,0,67,12,26,120,0,12,17,15,400,5,7,3,5,101,27,379,66,21,1,17,43,22,14,9,33,14,7,25,34,21,254,4,32,392,38,38,1,11,2,10,36,3,10,53,73,17,4,0,14,6,2,4,30,0,128,2,33,31,13,29,4,15,7,9,1,0,30,8,2,1,15,4,16,20,31,28,46,3,1,9,54,61,13,9,5,2,3,0,6,8,2,7,9,0,123,74,19,5,4,3,162,0,8,121,8,7,1,5,0,2,3,73,3,5,35,1,69,34,3,2,3,166,8,58,9,1,0,0,0,45,0,1,0,3,0,36,32,4,0,0,93,0,0,122,0,9,0,1,2,0,0,11,1818,4,0,1,0,13,2,2,1,1,0,0,1,1,0,5,1,2,0,2,5,0,0,10,0,4,0,1,0,5,0,0,0,4,56,31,3,0,0,0,1,0,3,0,0,0,1,9,0,2,0,0,0,3,0,2,0,0,0,1,0,24,0,2,0,2,0,53,0,0,0,1,0,2,0,3,0,0,25,8,0,0,0,0
TCGA-21-5787-01,45,9,74,0,14,21,33,21,5,2,18,3,8,1,49,1,22,5591,1525,11,11,0,9,0,0,133,1,0,1,6,4,115,12,0,45,0,1,3,0,235,5,0,2,0,37,2,49,0,1,1,12,15,26,1,0,5,7,18,0,10,6,399,8,167,1,10,3,1,9,1210,4,26,14,0,16,84,1,0,2,4,0,0,0,23,0,0,0,2,2,21,10,0,7,1,2,3,0,110,4,0,0,7,0,4,24,1,22,3,3,10,20,26493,8,42,6,0,0,0,0,2,0,9,14,6,0,48,7,0,9,1,15,126,0,1,105,15,1,0,1,3,0,1,5,1,0,1,23,0,99,3,0,0,107,11,0,1,5,0,0,0,1,1,9,0,0,3,1,0,2,21,0,0,0,0,6,0,2,0,0,0,122,0,0,450410,0,0,0,145,21,0,3,0,1,0,0,0,2,0,0,0,8,292,0,1,1,0,0,3,4,5,2,0,0,1,1,0,0,0,0,1,1,0,1,3,1,1,0,0,1,4,1733,0,1,0,0,0,0,0,1,0,1,0,1,10,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0
TCGA-21-A5DI-01,12810,256,155,114,2,30,20,49,129,15,36,103,1,110,20,29,173,691,4,32,54,0,14,0,12,0,29,4,10,97,0,36,21,15,16,2,5,80,4,145,23,0,13,6,7,1,16,18,17,1,4,17,62,11,1,9,6,3,4,10,1,125,13,6,0,20,7,3,10,6,7,10,32,3,15,801,0,55,6,23,17,0,0,179,0,14,3,84,1,19,12,4,3,93,2,0,1,125,15,0,34,0,1,12,21,363,4,8,21,5,15,90,198,15,0,10,2,3,2,7,5,0,23,0,0,0,22,5,5,18,6,0,0,19,1,3,12,1,0,1,6,18,0,14,4,78,0,48,23,11,2,3,825,10,52,13,12,0,0,0,21,0,1,0,3,0,1,0,0,3,0,6,0,1,84,0,4,0,0,0,0,0,2,139,3,2,2,9,0,0,0,7,1,0,1,0,0,0,2,0,0,1,0,91,0,0,6,0,3,0,0,1,1,0,1,0,0,2,22,2,1,0,4,1,1,4,0,1,7,0,32,2,0,0,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-22-0940-01,3482,227,369,27,16,31,94,15,43,42,18,56,16,23,105,23,89,930,212,124,27,3,17,0,0,0,160,27,3,59,1,98,37,35,18,2,41,47,37,835,17,1,9,42,82,1,9,19,5,1,1,24,47,230,4,17,3,5,7,23,39,60,38,28,188,8,4,5,20,9,12,39,68,2,8,211,0,28,6,90,82,1,0,91,0,0,4,73,62,11,5,0,11,6,1,23,3,170,5,4,4,3,16,56,8,13,17,7,4,4,55,247,20,32,4,1,1,5,0,6,4,7,29,0,19,137,23,7,10,31,13,12,1,0,127,0,251,0,5,3,17,14,33,3,4,446,81,19,48,3,0,0,471,33,1,9,328,0,0,2,22,3,2,0,2,2,0,0,2,29,0,4,0,3,51,0,64,1,1,2,8,0,0,70,0,2,2,18,15,1,1,0,6,1,1,1,0,0,0,2,8,0,4,5,2,0,9,69,4,2,0,1,3,0,2,1,0,3,6,4,0,0,0,2,2,8,1,0,6,1,11,2,0,1,1,7,7,0,0,0,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TCGA-22-1011-01,7795,20,203,221,26,26,62,33,213,15,41,70,11,54,24,10,652,392,45,13,5,13,30,0,22,0,8,13,1,137,0,40,18,17,17,7,25,39,19,360,10,0,16,11,18,39,47,11,5,1,36,6,10,11,4,8,5,2,12,5,1225,6,7,8,262,11,7,3,45,48,3,23,29,2,15,94,1,36,7,60,11,53,5,63,1,7,0,46,0,10,17,5,15,177,5,1,1,127,0,4,3,28,0,13,17,15,41,10,19,4,20,22,23,23,0,11,0,3,3,4,4,17,45,0,0,2,87,7,6,25,3,11,3,2,2,3,3,3,11,7,7,6,49,0,4,72,2,37,5,20,4,0,1202,7,2,10,2,0,18,0,131,0,0,0,2,3,4,0,12,7,2,0,0,0,7,0,106,0,2,0,2,0,8,728,12,1,1,6,3,2,7,2,0,1,0,1,2,0,1,1,1,5,1,33,3,4,10,0,0,1,0,1,1,1,1,1,0,0,9,2,0,0,1,5,7,4,4,3,1,1,3,5,1,0,0,0,2,0,0,0,3,0,1,0,0,1,5,0,0,0,3,0,1,0,2,0,0,1,0,0,1,0,1,1,2,0,0
TCGA-22-1012-01,4519,197,151,12,9,19,26,11,14,36,21,50,4,12,12,14,582,668,40,35,21,713,36,0,13,42,26,8,10,1425,0,64,29,3,17,855,19,20,5,186,2,1,7,14,2,37,77,12,5,0,128,26,18,1,4,23,4,3,0,21,5,23,28,13,134,13,23,2,4,8,42,7,12,3,66,3,15,3,0,8,8,27,2,43,0,8,2,8,31,0,19,35,2,23,2,5,10,33,14,0,0,3,4,13,20,101,36,6,5,5,6,2,47,45,37,5,7,3,3,7,7,2,10,21,18,4,67,13,0,2,5,4,0,17,49,0,9,0,2,1,0,21,17,1,6,303,25,1,59,3,18,0,1528,9,1,2,4,0,0,1,11,0,7,0,3,1,3,0,111,4,0,0,0,0,35,0,1,0,0,2,45,0,26,154,11,30,0,27,14,0,7,0,1,0,0,1,3,0,2,1,13,1,8,3,1,0,12,3,3,1,0,2,7,0,2,2,0,0,6,2,3,0,1,6,1,2,1,1,0,0,2,3,7,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,1,5,0,1,7,0,0,0,0,5,1,0,0,0,0,0,0
