,RAD54L,CCNB1,PKMYT1,TEDC2,UHRF1,ZWINT,PBK,KPNA2,HOXC13,E2F8,HSD17B6,SHCBP1,ATAD2,HOXA10,MTBP,CLEC14A,PRKCE,HIST1H2BH,HSPA12B,HOXD11,HECW2,LIMS2,TGFBR2,BCL6B,F12,CCDC150,CHRNA5,HOXD10,PREX2,SLC1A1,LIMCH1,LY6K,KRT75,CNFN,HOXC10,UTRN,C3orf67,TMEM100,SPTSSB,TYMS,TSKU,GPD1L,HBA2,LGALS7,ARHGAP11B,CITED2,PTPRM,KLK6,IGFL1,FAXDC2,PDK4,DES,DAPK2,RECK,MYEOV,CCNE2,ESPN,SLC7A11,PLEKHN1,LRRK2,DSC1,SPRR2G,SPNS2,DSG1,ANGPT1,PAX3,PCDH17,DDAH1,NPW,KCNQ5,SLC6A11,TREM1,FOLR1,LEFTY2,GNA14,TRPV3,TBX18,ENPP4,AKAP12,SYT5,SMC1B,LPCAT1,ULBP2,LILRA2,SERTM1,PRDM16,CTAG2,GOLGA6L7,WNT16,CTCFL,CPNE7,PDIA2,SYNGR3,SELE,ANKRD18A,PAGE2,C15orf48,AIM2,BBOX1,PROK2,CYP1A2,PRTG,TRHDE,AGMO,GREM2,HOXA9,TMC5,PNMA5,CAPN8,ELAVL2,CLDN16,PNLIPRP3,RSPO4,KCNB2,TRIM58,GLYATL3,HS6ST3,SPIC,DEFA5,FGF4,PNMA6E
TCGA-22-5485-01,991,5573,986,527,3832,6311,1342,22770,106,402,311,2143,5763,203,996,1395,926,66,316,334,639,798,5369,403,383,142,39,817,117,201,3594,222,30,677,2,9843,467,291,54,472,20790,1214,13,287,443,3329,733,12,71,540,489,132,733,404,59,655,1609,15148,314,2643,23,38,585,195,1258,0,3326,1418,5,468,23,611,1998,5,142,191,3,377,570,61,136,14801,214,112,46,703,379,214,9,0,28,14,47,47,119,0,134,69,79,7,5,42,16,4,8,6,1233,2,753,1,33,1,45,1,26,0,69,0,0,0,0
TCGA-22-5489-01,914,7633,1694,825,2828,2170,2013,13749,196,482,600,843,6932,220,923,1678,831,123,437,81,1302,1609,8869,1635,337,223,108,544,273,500,2698,299,45,200,497,5892,258,80,12,1136,6054,1508,171,12,365,3938,3597,178,82,753,1339,302,840,1269,317,325,756,344,273,1272,45,106,565,3289,683,311,1248,1531,7,580,837,764,914,6,216,82,192,1334,1580,65,168,7041,296,299,4,198,1958,3,80,1,214,167,195,8592,6,0,312,483,918,14,23,125,67,91,62,23,332,7,112,17,584,1,702,341,27,3,20,762,0,32,0
TCGA-22-5491-01,942,5494,3654,1259,2124,6289,2483,12324,399,1144,249,2168,5791,509,698,663,1193,52,125,104,559,459,2188,296,645,135,231,187,216,361,1177,263,204,1872,1,3423,574,52,1434,636,10241,3575,23,18,282,2352,887,249,58,309,262,514,512,238,2009,596,886,1100,490,834,78,234,647,336,220,4,436,1416,70,580,57,111,511,3,169,428,990,466,252,32,145,1143,2926,39,14,16,73,2,86,237,299,23,49,492,44,0,2751,117,310,5,1,18,1,168,38,21,1087,7,27,13,801,8,14,7,5,0,7,21,0,1,0
TCGA-22-5492-01,1197,3725,2066,807,2254,6682,1157,14344,832,885,317,1848,8924,376,804,1893,1301,203,398,45,1425,794,11304,593,258,115,145,95,246,1477,3000,190,1605,241,712,6975,512,1081,830,817,11834,2621,40,7,395,4296,1466,16,16,1768,3375,410,731,521,58,662,237,1287,174,5735,15,8,419,273,1117,67,1687,3188,7,170,5,979,1176,8,286,72,470,1273,1632,1,16,13208,306,280,10,223,0,0,10201,4,129,19,83,92,73,7691,320,255,65,20,2,49,5,119,133,125,2478,3,469,3,200,1,73,4,30,1,2,10,0,814,0
TCGA-22-A5C4-01,1076,3803,1247,924,1979,4222,885,9380,576,537,286,1157,4884,1052,688,875,977,936,157,40,509,373,5353,435,32,415,137,127,156,551,8123,34,6597,384,11,6206,448,107,1782,714,4570,3722,51,0,495,6308,4425,12,40,651,1060,228,618,142,83,333,149,3299,921,2076,42,54,300,103,145,55,707,7241,33,1313,1089,1486,623,4,309,367,395,1157,772,86,599,20810,420,31,18,82,0,4,7,4,487,9,21,177,196,1,79,49,156,7,2,26,8,574,12,127,1060,18,422,1,672,167,159,0,22,0,4,0,1,0,0
TCGA-33-4532-01,911,8165,2050,897,1377,5053,1512,19400,69,245,261,914,5837,269,897,651,1363,540,153,88,241,250,3145,189,586,198,113,223,92,888,1253,1148,11,876,170,1835,641,86,149,916,5184,2467,40,409,333,1977,380,29,38,251,162,68,172,198,30,343,1953,6497,275,2803,14,90,751,161,360,31,1183,1146,421,410,26,381,940,6,109,321,1,523,423,73,235,9946,119,34,80,200,14,1,14,0,1095,31,83,51,119,96,186,17,46,12,1,60,2,65,23,6,724,8,717,42,374,0,19,3,17,1,7,1,0,0,1
TCGA-33-4533-01,560,5162,508,232,1561,8959,2292,11368,1389,446,87,1046,3306,1604,395,550,828,291,287,119,717,662,5299,239,170,103,152,793,1811,736,710,83,550,330,1974,3373,176,7656,507,531,4893,1395,74,73,268,1794,2944,25,1673,425,738,329,520,1263,9,560,243,250,77,322,6,8,297,10,726,1076,1175,2998,130,230,713,701,75,131,159,119,1625,871,5286,169,27,3174,963,72,733,606,0,0,942,13,100,269,74,468,183,1,214,1333,49,237,1,123,175,352,728,175,77,3,13,694,37,1,453,172,0,0,45,0,77,8,4
TCGA-33-4538-01,709,5501,1153,88,1795,3157,2487,11015,118,359,106,1555,4138,477,504,447,648,55,115,174,427,384,2291,266,442,254,128,715,155,140,857,53,186,656,67,3652,422,21,18,347,7554,928,410,4,566,1030,467,77,205,363,373,266,403,284,6,351,301,21446,238,304,17,51,540,134,725,11,804,1044,55,52,5,237,138,0,185,842,1612,537,482,26,9,3485,790,40,14,44,0,9,32,1,193,9,95,672,155,516,197,479,39,24,0,16,3,6,24,14,1391,4,65,2,85,0,3,5,8,0,16,1,0,1,0
TCGA-33-4547-01,490,2035,920,402,743,2972,630,7096,306,194,209,952,3277,340,396,742,1044,177,212,53,514,735,4665,431,132,105,63,137,173,621,819,135,283,302,7,4387,24,167,413,467,5292,1138,223,97,243,1873,1011,165,19,605,411,142,869,393,73,168,1441,1227,170,997,3,76,313,1,373,77,1048,1667,69,763,3,745,820,12,165,314,584,534,1165,25,32,5872,862,110,3,135,0,0,80,11,115,66,125,286,66,0,277,101,51,31,0,46,4,7,88,5,1318,12,244,45,1279,0,28,4,18,0,0,1,0,0,0
TCGA-33-4566-01,191,3734,645,218,350,1230,433,5251,0,169,58,584,1971,51,327,208,179,99,51,0,157,51,1708,118,97,45,21,6,18,73,3757,252,0,44,0,610,90,1,14,346,2237,853,36,0,99,869,1691,15,1042,38,63,3,75,135,185,101,40,1901,17,158,0,0,58,0,20,0,207,676,1,1,200,1230,227,0,16,8,6,57,1004,1,4,2338,47,31,0,41,2,0,0,0,54,0,19,5,108,0,1570,864,1,0,2,9,0,2,0,4,358,0,36,1,34,0,1,0,0,0,10,0,0,0,0
TCGA-33-4582-01,642,6320,508,583,1106,1820,1155,29320,435,145,129,1142,3720,137,455,176,496,166,50,50,147,188,1062,76,437,85,164,80,17,100,313,189,174,167,538,947,453,49,875,339,8369,1330,123,2,77,3366,289,47,14,213,135,46,46,305,13,154,250,936,122,267,14,75,333,116,143,16,211,479,53,45,99,125,98,5,33,2,323,624,130,151,31,6381,158,32,33,65,368,81,94,68,45,11,76,2,28,72,176,28,154,1,0,11,58,298,4,0,926,1,14,4,509,3,220,1,2,0,23,0,0,1,1
TCGA-33-4583-01,98,3834,480,217,824,2481,1394,4949,183,323,124,733,2228,110,317,125,177,46,23,14,73,64,399,42,542,37,152,41,23,47,618,276,145,153,44,1043,638,1,7,139,6333,131,13,94,95,187,101,566,287,87,35,20,28,184,79,301,274,2407,164,261,1,1,70,52,196,1,126,142,1,89,9,92,49,0,12,31,215,69,121,1,0,1630,204,13,7,223,0,180,266,0,32,1,34,50,38,0,25,1609,10,0,0,7,0,40,7,6,46,1,28,26,35,0,5,1,0,0,7,0,0,0,10
TCGA-33-4586-01,377,4490,1396,787,1256,2381,871,17563,860,503,255,1459,4880,13,597,495,799,58,112,168,376,693,2692,367,808,92,127,341,99,223,1030,148,328,32,735,4935,327,54,22,281,17836,1406,23,131,169,1300,1135,734,272,164,173,70,255,493,13,306,236,9320,98,1509,33,0,115,80,247,16,1250,438,4,227,4,780,480,3,58,234,390,481,685,19,54,7664,409,61,389,286,3776,14,25,20,205,5,256,134,132,2,145,405,37,11,4,30,0,46,15,2,326,1,139,6,130,2,10,17,4,0,48,0,0,0,1
TCGA-33-4587-01,2717,5111,647,1588,2164,11791,3260,14051,402,2060,354,1256,9275,1,1338,638,822,556,200,0,882,424,1812,609,49,614,374,4,73,329,7742,223,210,299,2794,11301,667,1844,2137,1955,3603,685,33,1,1159,4772,567,931,4,2197,691,36,2458,877,25,2086,3146,369,50,533,18,0,326,44,2836,23,911,4005,15,5,8,333,1321,106,615,234,3,6551,1832,46,985,5845,56,43,2,11,3,17,5,798,45,98,97,76,585,175,254,60,289,0,1,624,34,30,1,1,2227,3,36,124,1,0,49,221,41,276,2859,139,0,0,3
TCGA-33-4589-01,93,7504,817,188,458,2373,1072,7820,510,124,379,834,1434,73,279,212,161,143,29,72,92,88,1792,45,595,7,39,290,21,32,415,1693,591,5928,226,347,735,9,4,213,3015,241,2058,3450,14,564,102,3767,592,57,109,7,173,366,107,193,209,3060,94,95,51,5615,233,899,45,0,158,70,5,96,827,1009,2,0,12,275,2,194,167,5,11,2933,916,102,0,14,2,0,14,1,50,7,20,75,47,0,2438,2200,488,22,20,0,0,11,4,2,22,0,0,862,4,752,1,0,123,0,0,0,0,1,0
TCGA-33-6737-01,771,15026,871,449,2028,5075,3444,21752,2,1405,244,1314,8997,753,563,3256,1048,14,541,0,1329,951,9863,1689,60,622,84,3,2089,229,10740,133,10,26,6,5851,38,270,152,589,36222,2540,369,2,358,5140,9075,1487,330,725,1336,501,563,602,878,327,90,15885,259,6351,8,9,1165,73,735,0,3205,8411,181,26,7,6378,3328,8,339,168,6,794,32898,23,1,20430,128,199,8,280,7,0,10,3,106,9,79,1228,6,0,259,140,38,64,0,79,33,8,41,50,2727,7,2430,1,6,59,145,3,32,0,10,6,0,0,0
TCGA-33-6738-01,348,415,917,819,1190,2869,419,12962,339,822,72,788,1553,46,214,838,702,224,184,20,323,488,3798,282,241,69,121,45,106,321,4353,36,9,1146,3,3008,137,207,1466,342,15907,10238,488,22,136,7857,391,410,57,277,1119,373,1422,182,754,65,316,9849,255,234,11,208,836,110,479,3,1277,2484,33,14,683,148,2643,16,431,12,23,1630,2455,852,283,13101,412,29,9,315,9,1,11,0,62,3,76,236,6,0,216,114,13,1,1,61,9,76,7,5,1631,8,496,1,144,1,66,0,16,1977,39,4,0,0,0
TCGA-33-A4WN-01,763,4743,1381,552,1346,3143,936,17232,143,471,86,1593,3076,222,395,276,972,29,87,27,194,834,1609,153,147,256,22,84,94,47,1540,264,147,241,2,6181,325,31,695,248,7413,1244,223,14,280,972,293,81,1,213,66,61,1820,311,113,194,2670,6694,1181,636,10838,32,813,157,228,15,482,430,2,452,9,239,107,2,28,1528,517,965,332,36,22,5560,77,16,2,363,3427,2,5,28,493,25,109,52,218,0,99,322,228,3,1,4,0,3,5,28,304,0,105,3,177,0,21,4,56,0,16,0,2,0,0
TCGA-33-A5GW-01,445,2834,681,353,1254,1646,458,8957,190,496,84,619,1995,503,306,778,617,101,122,101,623,420,1804,203,185,106,109,331,123,508,3103,144,13,1276,34,2659,447,53,295,132,15431,1104,47,141,276,2729,620,65,4,298,105,99,269,312,210,138,1556,6980,582,789,50,275,367,282,46,3,476,482,13,182,319,102,415,2,67,116,614,382,112,6,50,2268,607,35,33,93,1,75,30,1,183,3,35,142,82,0,319,179,138,2,1,22,1,36,4,31,883,2,184,4,163,469,14,7,9,0,56,12,0,0,2
TCGA-33-AAS8-01,455,2709,1022,849,1013,1872,890,9431,63,177,155,1316,1893,365,432,400,905,196,121,63,193,988,1262,282,308,221,145,47,35,40,3749,148,31,86,41,2260,497,9,97,246,8446,724,285,3,328,945,282,94,996,159,119,9,482,824,11,151,126,16177,189,941,11,5,141,107,71,42,1878,541,10,321,1,276,697,4,59,72,981,135,450,32,28,9299,172,19,46,417,1,2,3,205,61,24,81,13,1227,4,99,78,64,2,32,23,4,6,2,173,368,0,714,1,54,1,9,4,137,0,51,0,0,0,0
TCGA-33-AASB-01,389,5605,1078,547,1033,1628,5763,11040,711,575,97,1557,4476,806,683,210,721,5,75,58,435,415,2067,318,160,295,75,68,41,185,2826,1113,6,60,13,1106,96,12,153,359,17675,1373,107,21,267,1838,7636,8540,13,271,4820,59,274,194,2853,313,795,13947,395,991,3,0,469,0,267,6,229,1764,247,71,0,11399,1711,2,78,371,13,1850,4593,71,26,11702,484,9,7,380,0,1,2,1,384,88,111,20,542,33,301,264,34,35,21,255,9,21,754,24,1161,1,3065,5,6,19,18,2,4,0,293,0,0,5,1
TCGA-33-AASD-01,499,3041,1324,508,1132,1692,872,7156,401,352,192,900,4289,617,517,173,726,137,111,169,211,1002,2223,67,209,247,40,280,27,69,3409,1290,125,182,825,5020,1616,0,30,553,21258,555,174,3383,386,476,180,160,4,183,72,8,81,180,3895,207,748,53997,739,247,42,18,108,98,595,8,58,225,21,48,91,989,12,14,8,804,1379,82,311,32,230,3559,886,7,333,1573,3130,281,107,4,767,9,90,15,247,0,51,681,69,0,1,9,2,2,14,39,3,6,10,0,659,2,29,1,2,0,1,0,0,0,0
TCGA-33-AASI-01,327,3021,1222,475,1457,3834,1063,6592,78,445,50,840,3428,534,302,649,363,958,188,24,295,231,2139,457,436,129,119,22,47,262,2140,197,2,89,7,1556,236,9,1521,452,8849,1143,36,65,440,988,2912,1,137,372,1244,29,84,62,229,142,433,4645,284,161,0,1,264,25,49,0,424,988,81,17,749,65,298,1,58,83,4,55,1306,81,13,1452,6,14,0,25,4,1,26,1,269,8,54,114,211,0,413,1976,63,1,0,23,1,63,3,53,191,1,1292,4,234,0,16,0,3,1,0,2,0,1,0
TCGA-33-AASJ-01,1107,3705,1795,688,1998,3499,1863,20080,20,514,206,349,3461,249,1161,69,795,289,42,9,222,174,689,56,460,382,137,18,15,34,860,134,68,749,1,2601,476,6,35,1007,4361,1685,16,77,272,809,91,28,213,97,22,15,399,85,22,544,3156,4227,1272,399,10,9,82,79,381,9,1433,345,75,399,1,114,39,0,6,190,1037,102,98,19,36,6681,354,9,4,20,0,0,66,0,1543,9,34,12,121,0,159,43,115,0,0,3,0,65,0,20,71,3,28,0,275,0,6,6,2,0,161,1,0,0,0
TCGA-33-AASL-01,258,4995,1024,383,985,4782,666,5785,652,465,16,606,3189,199,586,102,314,63,38,54,140,453,397,63,1061,222,104,135,101,97,549,118,28,5278,68,1700,397,3,427,151,2579,1117,32,3,244,241,308,3487,14,83,16,2,199,152,234,160,204,2346,385,393,11,287,293,46,75,25,90,148,3,288,297,61,0,0,9,372,1276,307,57,60,30,1996,172,14,6,47,1,7,61,0,145,6,53,41,67,1,661,1872,49,1,0,8,1,17,8,45,13,0,5,36,25,22,39,4,899,0,5,3,0,0,4
TCGA-34-2596-01,428,3935,693,378,2450,2592,1265,17371,569,330,117,1065,2258,508,420,478,717,156,335,336,800,771,4243,479,374,145,157,690,195,228,33929,92,183,266,946,5521,488,44,96,637,6492,1243,740,143,304,1274,1922,0,137,439,880,325,325,421,27,176,566,14457,64,913,101,2,317,303,1160,51,1020,602,7,304,276,507,143,10,95,264,763,918,2205,61,6,6128,183,109,19,293,0,97,38,1,64,9,192,266,41,0,53,249,40,21,2,43,21,303,42,10,282,23,15,81,160,3,244,79,25,0,76,10,0,0,1
TCGA-34-2600-01,1057,1862,1053,590,1661,2605,236,3535,507,385,163,554,2199,402,418,632,952,214,663,308,320,879,1520,418,61,161,17,1191,111,139,545,278,17,500,134,3502,452,223,301,259,3429,2413,4351,1731,202,5462,1389,2,59,673,913,210,304,223,718,224,2829,50,914,1459,156,103,1126,738,233,244,437,379,56,39,1020,268,423,19,44,248,740,997,345,12,184,4725,296,51,8,49,266,16,28,0,51,45,649,122,60,0,362,13,92,25,3,15,16,584,8,28,234,346,74,27,2905,13,104,33,28,1,39,3,0,0,11
TCGA-34-5234-01,115,2763,316,126,211,1622,703,4140,336,189,821,460,945,255,178,2278,871,62,367,22,536,861,6991,490,204,16,63,21,283,642,2179,287,267,2375,18,1739,532,1376,4082,166,5404,1677,109,16342,59,3362,1173,357,373,618,1150,1411,277,895,845,278,277,1416,235,4654,86,1533,978,524,1535,1,1376,1472,12,146,190,1924,3110,45,305,110,38,1560,1437,4,9,7674,965,523,3,98,1,0,206,3,191,14,51,730,15,1,6185,1201,308,30,0,58,9,52,132,14,1679,3,1144,12,403,3037,28,11,15,0,10,9,0,0,0
TCGA-34-5240-01,751,4239,582,704,2327,4440,1029,13163,1,226,193,1348,2371,370,429,889,334,63,88,6,634,891,4009,240,266,55,147,64,189,391,4605,301,151,351,5,6335,272,114,35,1655,6211,1521,29,59,148,1093,2125,1,765,490,746,25,1019,871,83,913,639,21681,226,324,20,11,123,68,507,12,1139,1324,1,63,0,1032,70,14,52,2,7,353,623,19,18,3296,468,160,39,43,5416,1,11,1,61,11,46,57,266,2,486,103,31,6,0,8,2,8,42,6,86,2,9,4,628,1,12,21,5,1,491,1,0,0,0
TCGA-34-5241-01,595,3488,687,162,604,3207,1008,5937,203,193,448,873,2886,253,390,1623,516,116,241,80,349,695,5371,669,189,41,102,235,347,722,1738,1040,10,326,30,2193,971,264,396,518,4776,1162,429,184,80,3228,1179,18,142,421,1410,575,359,684,148,463,807,554,291,2043,21,135,1897,81,988,10,781,802,24,109,4,2585,799,17,170,387,573,1910,1588,34,66,5735,929,301,15,48,67,49,843,18,192,4,129,458,112,0,6390,129,349,27,1,52,12,12,24,17,1141,5,157,5,981,0,97,23,12,0,5,5,0,0,0
TCGA-34-5927-01,1634,4638,496,625,6677,4471,963,22711,331,824,95,707,6232,172,1305,891,2473,247,345,707,782,762,6677,340,313,359,196,1360,314,803,615,65,1056,113,10,11300,534,52,2769,890,5943,650,25,10,445,3189,1941,20,21,370,211,80,385,274,146,671,1903,2308,244,2045,522,14,554,2047,382,2706,1480,5990,5,8412,95,483,310,15,88,1324,1900,1182,1328,40,53,8531,421,46,1,221,3,6,1150,23524,781,57,71,124,203,31,198,177,354,4,0,202,161,238,16,180,4021,22,244,478,777,2,90,101,6,49,3216,29,0,0,4
TCGA-34-5928-01,625,4693,1013,293,1439,3621,877,23042,671,321,596,678,7384,434,807,1427,1636,117,692,66,1085,1491,13186,1404,273,129,172,325,568,691,3048,1567,296,492,4,7335,221,202,14,335,13809,1143,39,16,233,2341,3126,197,54,620,489,121,361,1832,263,267,1543,267,592,926,32,18,1149,80,590,16,2103,3176,124,274,789,6803,258,146,160,582,44,1479,8595,782,5,18573,792,356,18,1133,3,819,155,3,82,29,246,238,227,0,735,1039,134,85,0,281,310,168,233,107,279,1,57,75,393,2,734,33,13,0,68,0,0,1,0
TCGA-34-5929-01,1120,4851,3279,1636,5077,3457,2558,20843,160,409,396,829,5024,1088,761,1528,2667,297,475,867,1579,1438,6255,882,177,414,520,2840,215,236,887,982,94,261,87,8158,955,94,50,1702,6330,895,42,50,278,1396,3338,517,0,526,746,310,4295,377,15,313,5487,1222,198,2148,115,36,372,1855,409,1008,1742,6200,42,3092,2,682,327,18,56,3038,2578,703,1286,406,71,16930,672,118,7,266,0,1,224,7572,117,6786,4189,63,48,9277,246,1090,34,9,103,63,124,888,127,326,303,37,96,37,1597,0,67,1019,784,135,2761,7,0,1,0
TCGA-34-7107-01,948,4891,2672,751,4407,3624,2691,16546,144,657,277,1857,4588,316,659,814,683,72,420,747,861,1527,3949,905,608,337,132,1838,208,206,897,180,96,1133,1486,4468,455,52,24,341,5333,2315,564,2,691,1299,1294,24,27,682,369,926,171,1145,92,207,308,1483,164,431,44,62,432,259,171,62,818,562,44,1400,14,499,130,16,66,66,111,326,2080,31,43,4799,772,182,2,88,0,264,5,1,653,34,170,640,208,0,70,439,17,1,0,39,3,8,36,22,92,7,41,216,1658,0,10,8,216,0,1,0,0,0,1
TCGA-34-8454-01,737,5372,2394,688,3233,2098,671,10024,181,758,256,1110,4394,234,641,1039,941,52,338,89,701,489,5405,651,245,235,35,324,228,121,1098,1144,113,224,1,2708,486,51,6,385,5682,986,80,3,305,3119,1084,1,0,508,548,298,601,485,900,417,1183,1412,344,2299,2,6,690,423,301,4,800,957,53,37,3,595,433,19,154,130,698,346,1834,5,331,7209,176,193,0,131,0,1,3,0,167,17,183,1326,7,1,167,2637,57,28,2,40,4,153,41,419,757,12707,293,27,208,0,63,2,17,0,6,0,0,2,6
TCGA-34-8455-01,545,1837,485,183,1673,2265,198,5849,60,606,124,968,2821,99,405,867,915,74,202,40,501,440,5335,277,199,72,111,44,170,301,1622,329,41,63,0,2843,281,508,499,168,9974,1555,59,0,386,2439,1094,5,1,451,664,344,181,292,2912,164,548,2188,742,3073,2,0,308,2,178,4,856,891,7,587,284,2247,740,7,105,57,9,696,1765,3,7,6626,798,110,1,111,0,1,291,14,93,10,17,65,97,0,83,372,78,4,0,39,7,8,27,13,522,4,261,0,380,3,33,5,11,0,7,0,0,0,1
TCGA-34-A5IX-01,382,4367,1490,535,1264,1563,771,8552,166,347,84,398,5332,290,659,354,548,210,85,118,290,1643,2138,189,323,213,67,737,38,493,342,1190,668,396,386,966,211,17,0,321,6185,582,14,8,436,4625,404,17,8,166,242,38,320,104,27,103,422,291,821,319,3,46,216,13,14,1,463,491,6,241,1306,2182,179,2,26,126,482,713,309,2,273,5010,1260,64,1,37,0,0,1,744,15,9,117,58,146,0,291,204,86,9,1,25,0,0,5,61,233,2,195,238,109,210,24,0,6,0,0,0,0,0,0
TCGA-37-3783-01,343,11338,1523,346,681,3348,2701,15621,211,412,172,1050,5074,411,376,531,423,201,126,64,283,297,3296,351,1534,87,223,446,148,186,243,2493,259,284,695,478,452,11,12,395,2919,550,39,43,117,1122,619,51,6,165,196,125,208,331,27,722,685,357,167,705,8,261,202,82,631,3,453,202,46,31,332,1386,18,13,39,68,398,575,383,5,333,1740,1973,230,0,17,0,14,3,0,417,4,809,1628,40,0,984,2444,63,333,1,17,24,29,1,17,144,2,12,4,232,3979,82,0,7,0,0,3,0,0,438
TCGA-37-3792-01,516,11262,660,495,1752,4017,1135,19285,33,300,211,748,3537,439,505,1411,803,226,280,10,606,467,10167,518,123,220,235,311,302,761,2854,92,26,123,91,3489,211,25,8,841,3530,1165,86,3,300,3552,3608,8,46,1796,603,21,459,1282,3893,329,858,2769,190,775,11,8,774,5,171,2,918,2139,9,117,141,8849,609,0,72,72,35,2947,898,25,8,14330,721,615,0,58,0,2,4,0,162,0,99,998,430,3,1321,1188,7,174,1,121,0,50,2,76,726,4,971,4,1175,0,7,1,226,0,12,1,0,0,0
TCGA-37-4130-01,367,6927,453,99,393,3282,2384,4748,151,858,92,542,1241,56,187,297,179,99,76,0,137,131,2740,208,121,251,40,9,442,41,116,10,1,39,8,1296,278,44,682,469,430,279,30,53,246,1784,321,1,0,91,1317,9,466,197,57,83,722,468,25,1250,1,0,102,113,765,3,229,2084,12,20,101,200,538,9,197,65,4,544,439,8,30,2544,16,179,0,34,2,1,4,0,471,100,143,45,0,10,1136,753,23,22,0,309,22,181,173,17,48,813,21,0,204,1,0,0,13,0,28,58,6,5,0
TCGA-37-4133-01,183,4698,691,485,211,3932,2222,9622,2,457,133,1214,3608,140,585,300,1190,29,53,22,180,369,2162,119,320,26,80,163,54,211,2630,2808,2,298,2,732,316,72,9466,285,7563,2934,313,41,51,2534,256,73,9,83,129,38,170,227,65,610,471,4366,91,383,4,18,181,2,464,2,845,715,19,8,143,281,183,6,195,31,352,671,201,4,137,2517,224,75,60,27,0,0,232,0,610,13,34,82,174,0,2255,145,47,8,0,9,4,3,4,54,1253,1,269,3,1407,0,3,2,5,0,4,8,181,0,0
TCGA-37-4135-01,451,13069,1432,816,552,3068,957,7973,277,673,139,953,1512,17,359,435,347,382,83,1,146,130,841,120,828,196,386,3,16,233,1211,483,135,510,3091,492,320,929,37,1127,6589,666,331,147,172,3950,211,393,4,165,409,70,779,257,3842,324,1687,433,29,605,3,4,266,10,3865,3,469,529,42,82,14,1008,1953,109,14,4,1,2145,104,3,46,1621,784,89,0,17,4,2,17,8386,179,354,15,16,118,0,1006,130,335,10,0,403,6,10,4,2,263,3,43,33,26,0,47,0,1,5,41,30,155,0,0
TCGA-37-5819-01,347,10734,1390,760,1888,7576,2898,30994,27,663,136,1225,5756,20,635,1331,207,237,229,393,568,654,4370,501,237,387,295,653,102,68,5167,24,6,397,35,2798,200,80,1016,316,9571,1279,83,31,80,1597,2436,36,8,1471,2250,286,378,478,25,338,646,3570,42,127,3,12,183,160,275,11,690,2738,711,162,5,212,283,11,309,235,255,954,645,219,55,40487,56,25,4,1788,982,5,387,6,436,398,755,118,243,1,199,117,15,3,1,251,13,446,29,65,411,0,316,133,8,0,219,492,31,0,3,3,0,0,58
TCGA-37-A5EL-01,571,3249,3585,1460,2643,3437,3317,9328,261,538,84,4311,4482,1222,936,157,1351,110,375,140,296,689,11309,229,1146,327,149,354,43,120,1610,640,153,256,2020,2040,841,1,326,543,7228,1336,77,24,766,535,1547,364,81,61,175,243,3292,320,3004,300,4381,6734,449,49,2,0,498,174,218,98,81,141,43,150,500,413,2,1,193,138,513,1573,2174,2029,3,12468,610,13,3,455,0,3800,268,1,3282,135,527,3,61,0,7,82,73,13,0,16,5,0,25,119,1513,2,27,19,1098,0,55,0,4,0,222,0,0,0,6
TCGA-37-A5EM-01,1049,6165,914,335,1893,2811,1096,10585,593,888,210,745,6515,253,1205,616,387,92,304,175,1000,2018,3455,710,124,450,129,950,145,124,752,489,484,1946,260,5233,342,13,156,457,4360,347,36,2267,668,1147,1678,13,44,322,680,11,473,519,15,1391,268,1340,286,494,63,4471,907,365,252,3,595,715,68,140,57,726,30,1,37,325,645,428,1264,49,791,2780,925,166,20,49,1258,1,12,2,233,9,137,164,113,2,317,1234,42,7,0,54,17,13,28,17,3,11,18,65,72,0,21,9,5,0,739,1,0,0,0
TCGA-37-A5EN-01,306,1986,998,633,730,2780,663,5788,228,341,35,657,1860,222,272,246,546,168,141,114,330,1011,895,258,219,110,37,413,136,27,610,65,29,176,1006,1768,153,40,445,215,2991,738,12,13,337,325,440,38,22,134,519,65,191,386,56,149,328,1441,119,392,15,144,249,134,68,87,286,1922,11,183,9,22,78,5,50,64,579,98,820,16,50,1234,235,13,3,82,5,101,17,350,455,29,110,53,515,0,74,132,23,16,0,19,0,2,41,35,189,6,81,3,29,4,38,3,671,1,12,0,0,0,3
TCGA-39-5011-01,217,9876,688,529,1214,1931,866,8140,0,581,141,956,4493,2,527,1038,681,17,87,0,321,324,11392,402,216,196,86,2,120,419,5388,840,5,84,0,4756,82,123,182,385,25710,3329,92,0,90,2008,397,1568,0,572,401,36,1518,247,3027,218,2294,10604,151,1028,0,0,628,0,70,2,526,7288,19,479,4,953,1977,12,158,103,6,2348,246,2,15,74588,45,190,231,990,0,0,413,0,289,4,217,161,16,2,1269,660,8,1,0,181,3,2,1,2,2433,1,229,6,19,0,4,5,9,0,3,3,0,0,0
