Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,AC010168.1,POU6F2-AS2,ADAMTS9-AS2,G2E3-AS1,AC011374.1,MIR2052HG,ADAMTS9-AS1,AL513123.1,SOX21-AS1,C5orf66-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AC010280.1,SOX2-OT,AC105206.1,LINC00640,AL139385.1,AC078778.1,LINC00392,AC234772.2,MAGI2-AS3,NAALADL2-AS2,GHET1,AP000438.1,HOTAIR,AC008406.3,LSAMP-AS1,C10orf91,MED4-AS1,LINC01901,LINC00520,AC093510.2,AP001360.2,MIR130B,AC108676.1,AC084816.1,AC006238.1,HOTTIP,PKP4-AS1,LINC02012,AL590644.1,PART1,LINC00470,BCRP3,UCA1,AL079303.2,AC044839.1,AC092142.1,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,AL122058.1,LINC00163,LINC00461,AC021683.3,AP002478.1,AC112484.4,KCNH1-IT1,GDNF-AS1,AP003063.1,LINC01992,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AL121761.2,AC069120.1,MUC2,LINC00173,AC061975.6,MLIP-IT1,AL034397.3,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,LINC00518,LINC02031,LINC00184,LINC00211,STEAP2-AS1,AC068305.3,WASIR2,AC097717.1,CERS3-AS1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,HCG21,AL021395.1,AL357518.1,RMST,AC004832.1,B3GALT5-AS1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,SRGAP3-AS2,FAM138B,LINC00051,H19,NAV2-AS2,AC004990.1,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AC008109.1,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,AC024475.4,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-21-1079-01,5170,12,434,0,195,7,453,109,40,2,13,11,2,330,132,3,0,126,0,40,2,138,52,15,1,160,335,0,36,0,57,3,8,109,0,0,97,1,0,2,3,9,3,18,1,6,99,28,58,0,61,16,1,105,45,1062,10,4,4,73,1,1,4,8,2,28,1,94,458,0,3,28,1,7,10,0,11,7,1,5,9,0,11,17,3,1,7,12,0,134,2,4,0,42,7,41,1,0,26,2,1,30,177,0,79,1,143,16,0,0,1,0,2,10,0,0,31,7,0,0,0,0,1,287,0,2,0,0,0,1,0,0,899,0,1,0,5,0,0,3,0,0,0,1,0,0,9,1,0,0,1,0,305,0,2,13,0,2,0,12,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,54,0,27,2,0,5,0,36,0,0,0,2,1,14,0,3,0,0,0,1,2,47,20,0,0,1,0,0,0,0,5,4,0,0,0,1,0,0
TCGA-21-1080-01,7493,75,267,175,239,6,119,159,199,1,101,32,34,1359,35,957,1,7,12,36,0,88,39,20,1952,120,180,22,52,1,14,13,10,40,2,42,546,3,3,2,23,23,1,17,19,31,0,17,170,2,22,162,1,95,21,12,0,93,15,90,13,0,0,1,4,36,1,4,3,0,0,49,6,7,20,8,30,1831,0,0,6,109,22,47,4,14,6,43,27,19,178,0,0,1,8,8,1,3,14,12,7,26,95,15,6,0,257,17,0,0,0,0,1,2,0,3,15,10,0,0,2,0,3,17,0,2,0,0,0,5,0,2,21895,0,148,2,0,8,5,23,2,2,0,6,3,0,164,0,14,0,0,3,64,1,1,2,5,6,1,9,0,2,0,0,0,1,3,3,0,1,0,0,0,3,24,1,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
TCGA-21-1083-01,7961,136,801,80,66,23,140,318,127,40,19,13,2,2842,46,101,0,291,0,46,1,55,139,110,5,40,692,0,88,1,15,7,18,896,1,77,5,8,2,19,21,9,8,30,140,81,15,21,561,7,20,125,4,43,174,2,0,304,1,85,1,0,23,376,448,90,0,98,8,99,2,1198,4,6,116,30,42,20,13,0,88,82,2,22,34,33,25,1,27,34,171,454,0,0,26,22,3,26,11,54,8,42,794,13,32,3,644,23,0,8,0,0,0,1,0,10,0,23,0,0,3,3,1,108,1,3,0,0,2,2,0,8,1281,0,60,0,4,2,14,2,1,0,0,3,17,4,1,27,1,106,0,0,25,10,268,4,2,150,1,12,0,1,0,0,0,8,0,1,0,1,0,0,1,2,0,1,1,0,1,0,2,7,0,0,7,3,0,0,2,0,0,0,143,0,0,5,2,4,0,1,0,0,0,1,0,1,0,40,4,0,59,0,0
TCGA-21-5782-01,899,176,98,43,38,77,90,40,79,73,8,805,286,576,87,63,3,75,34,414,10,65,43,21,847,20,210,26,29,8,30,23,64,27,1,24,50,14,58,13,11,120,7,34,94,69,81,245,228,4,33,65,89,49,33,21,77,60,13,150,17,15,171,98,25,12,21,171,67,52,72,137,206,7,3,79,17,12,55,118,22,9,12,17,8,6,10,19,49,32,67,130,1,21,48,23,56,16,25,25,68,59,240,91,27,38,206,581,4,30,5,97,43,61,0,9,8,156,28,9,50,13,13,64,8,18,8,7,8,51,12,14,326,2,35,3,46,16,23,34,18,11,6,6,2,21,12,39,11,54,42,25,120,23,16,9,25,27,2,6,15,21,10,22,27,38,44,8,4,4,14,7,10,7,8,4,20,30,14,54,13,42,11,10,37,23,27,14,14,14,21,16,51,29,55,3,3,11,31,9,1,10,37,152,18,14,4,1,25,14,13,5,35
TCGA-21-5784-01,14193,42,121,21,171,26,61,305,173,34,6,426,403,690,584,2,0,0,97,94,1,33,80,11,0,51,378,0,55,2,1,10,32,113,3,0,3,5,59,5,3,7,3,33,51,15,17,44,227,2,12,13,2,95,25,18,1,1,6,71,83,4,0,1,8,21,22,1,7,0,6,42,2,16,2,0,37,18,3,8,11,0,1,47,1,1,12,3,0,31,27,0,0,7,23,22,5,3,7,14,0,24,290,97,43,4,76,10,1,9,2,1,170,10,0,2,1,4,8,0,8,0,0,5,0,2,4,0,1,578,0,0,363,2,105,5,19,78,0,3,1,1,0,0,3,1,1,0,70,2,0,5,0,61,0,1,1,0,0,0,0,0,3,0,0,0,18,1,0,0,0,26,17,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,11,0,0,18,0,1,6,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
TCGA-21-5786-01,6070,571,289,293,193,6,149,501,69,12,1,123,7,529,20,0,0,279,28,150,0,384,67,12,0,17,400,5,39,7,101,5,27,379,1,6,17,9,43,14,17,8,7,25,22,51,1,21,392,1,2,37,2,164,53,73,17,2,4,30,42,0,2,1,31,12,4,7,19,7,0,30,2,1,15,4,16,20,29,54,61,9,5,8,2,6,8,9,123,74,4,162,0,8,44,7,1,2,17,73,5,56,35,1,69,2,166,8,0,0,0,0,1,9,0,3,32,4,0,0,93,0,0,122,0,9,0,1,2,0,0,11,1818,0,1,1,0,13,2,2,1,0,0,1,1,0,5,1,2,0,2,0,47,10,0,4,0,1,0,5,0,0,0,0,4,56,31,3,0,0,0,1,3,0,0,0,1,0,2,0,0,0,3,0,2,0,0,0,1,0,24,0,2,0,2,0,53,0,0,0,1,0,2,0,3,0,0,25,8,0,0,0,0
TCGA-21-5787-01,45,9,74,4,0,14,44,5,51,8,1,22,10,5591,1525,0,0,133,0,6,4,1,115,12,0,3,235,5,4,0,37,0,2,49,1,0,12,0,1,7,1,0,18,0,4,39,7,6,1,1,1210,61,0,0,16,84,1,0,0,23,11,0,0,0,2,7,0,1,6,4,0,110,0,0,7,0,4,1,0,26493,8,6,0,14,0,2,0,6,48,7,1,126,0,15,1,1,0,0,1,5,0,2,1,23,0,0,107,11,0,0,0,1,9,2,0,0,0,2,21,0,0,0,0,6,0,2,0,0,0,122,0,0,450410,0,6,0,145,21,0,3,0,0,0,0,2,0,0,0,8,292,0,1,75,0,3,4,5,2,0,0,1,1,1,0,0,0,0,1,1,0,1,3,1,0,0,1,4,0,1,0,0,0,0,0,1,0,1,0,1,10,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0
TCGA-21-A5DI-01,12810,256,155,42,114,2,2,129,39,1,29,173,2,691,4,0,0,0,7,97,0,80,36,21,2,80,145,23,37,0,7,0,1,16,1,0,4,1,0,6,3,15,3,4,115,14,11,1,0,3,6,17,1,129,15,801,0,0,0,179,8,0,3,38,1,31,4,93,2,0,1,125,0,34,0,1,12,11,0,90,198,0,10,62,2,7,5,0,0,22,18,0,0,3,12,12,1,6,1,0,4,19,78,0,48,2,825,10,0,0,0,0,1,3,0,3,0,0,3,0,6,0,1,84,0,4,0,0,0,0,0,2,139,2,6,2,9,0,0,0,7,0,1,0,0,0,2,0,0,1,0,0,0,6,0,3,0,0,1,1,0,2,1,0,0,2,22,2,1,0,4,1,4,0,1,7,0,2,0,0,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-22-0940-01,3482,227,369,62,27,16,73,43,212,16,23,89,7,930,212,3,0,0,0,59,1,11,98,37,2,47,835,17,98,1,82,3,1,9,1,36,1,4,0,3,198,0,5,7,16,19,0,39,188,5,9,30,42,23,8,211,0,1,0,91,6,0,4,5,62,8,0,6,5,1,3,170,4,4,3,16,56,6,0,247,20,4,1,68,1,6,4,0,137,23,31,12,1,0,0,251,0,17,2,33,4,63,446,81,19,0,471,33,0,0,2,3,2,11,0,2,0,2,29,0,4,0,3,51,0,64,1,1,2,8,0,0,70,2,23,2,18,15,1,1,0,1,1,1,0,0,0,2,8,0,4,2,1,9,69,4,2,0,1,3,0,1,2,1,0,3,6,4,0,0,0,2,8,1,0,6,1,2,0,1,1,7,7,0,0,0,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TCGA-22-1011-01,7795,20,203,68,221,26,99,213,77,11,10,652,91,392,45,13,0,0,124,137,0,53,40,18,7,39,360,10,26,0,18,17,39,47,1,31,36,4,124,5,48,42,2,12,151,42,21,1225,262,3,48,68,2,114,15,94,1,53,5,63,58,1,0,33,0,11,5,177,14,0,1,127,4,3,28,0,13,15,6,22,23,0,11,60,0,4,4,0,2,87,25,11,3,3,167,3,3,7,3,49,4,34,72,2,37,4,1202,7,0,18,0,0,0,39,0,2,0,12,7,2,0,0,0,7,0,106,0,2,0,2,0,8,728,1,74,1,6,3,2,7,2,1,0,1,2,0,1,1,1,5,1,3,0,10,0,0,1,0,1,1,1,1,1,1,0,0,9,2,0,0,1,5,4,4,3,1,1,5,1,0,0,0,2,0,0,0,3,0,1,0,0,1,5,0,0,0,3,0,1,0,2,0,0,1,0,0,1,0,1,1,2,0,0
TCGA-22-1012-01,4519,197,151,37,12,9,52,14,38,4,14,582,20,668,40,713,0,42,9,1425,0,55,64,29,855,20,186,2,36,1,2,1,37,77,0,10,128,4,94,4,24,9,3,0,35,59,0,5,134,2,8,6,92,27,66,3,15,27,2,43,17,0,2,5,31,25,35,23,113,27,10,33,0,0,3,4,13,463,5,2,47,37,5,15,7,7,7,21,4,67,2,4,0,0,6,9,0,0,13,17,6,14,303,25,1,18,1528,9,0,0,1,0,7,59,0,3,0,111,4,0,0,0,0,35,0,1,0,0,2,45,0,26,154,30,5,0,27,14,0,7,0,0,0,1,3,0,2,1,13,1,8,1,52,12,3,3,1,0,2,7,0,12,2,2,0,0,6,2,3,0,1,6,2,1,1,0,0,3,7,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,1,5,0,1,7,0,0,0,0,5,1,0,0,0,0,0,0
TCGA-22-4591-01,3870,1033,186,189,354,29,106,83,128,7,1,1200,10,564,280,45,0,272,33,327,0,77,27,46,4,110,179,3,147,1,25,26,73,153,1,1,8,1,11,33,26,489,3,32,620,39,3,398,63,7,1,216,0,422,114,44,37,4,12,297,18,0,0,186,95,50,0,74,87,124,0,50,3,3,23,3,19,6,396,332,36,142,1,19,10,29,2,4,0,355,26,258,0,2,65,3,1,17,582,21,7,97,150,119,23,0,95,4,0,2299,1,0,4,1,0,7,0,3,2,0,5,0,0,1,0,3,0,0,5,10,0,0,160,0,292,4,26,45,1,0,3,1,3,1,0,0,2,4,60,0,2,3,496,45,0,3,0,0,0,4,0,7,0,0,14,0,9,0,0,1,1,0,8,0,6,0,5,0,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,7,0,0,1,0,6,3,0,0,0,0,4,0,0,0,0,2,0,0,0
TCGA-22-4594-01,9,54,341,34,96,13,1,1,92,52,0,122,5,844,69,0,1,124,17,81,0,4,53,30,0,10,716,4,44,0,149,1,3,32,2,10,2,2,0,12,0,3,1,0,27,2,0,12,22,48,1,150,2,15,58,5,0,3,5,33,2,1,24,0,24,4,0,11,6,7,0,72,7,0,2,0,7,5,81,3,48,49,0,72,3,8,1,2,103,16,10,39,0,0,0,29,0,6,4,55,0,0,3,1611,2,0,544,10,0,0,0,0,11,24,0,5,0,2,0,0,16,0,2,36,1,118,0,2,247,1,0,0,97,2,132,0,6,629,4,2,2,0,0,0,2,3,2,1,0,1,0,1,32,2,0,1,1,0,0,0,0,0,8,3,0,2,27,5,0,0,0,9,0,1,2,0,1,1,2,0,0,0,0,0,12,0,0,0,0,1,2,0,3,1,0,1,0,22,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0
TCGA-22-4595-01,1731,125,474,118,72,28,232,1289,99,13,17,897,52,409,37,166,0,157,31,72,2,111,167,29,8,77,757,542,79,2,10,15,27,38,6,67,393,2,22,26,1,44,2,13,41,120,36,111,653,4,605,301,1,34,130,41,1,40,9,68,10,2,14,9,33,19,2,19,91,12,1,91,0,9,22,9,27,236,3,4,26,21,12,78,2,11,5,9,2,57,17,279,0,6,27,6,1,2,6,22,3,37,724,86,378,1,587,10,0,0,3,0,3,29,0,7,4,195,2,3,12,0,5,16,0,13,0,0,3,6,0,0,4169,3,3,2,5,24,4,1,0,3,1,22,15,2,46,1,13,0,5,0,111,29,0,10,1,2,2,1,0,3,2,0,0,7,0,8,38,4,3,2,20,1,0,1,6,3,0,0,3,0,4,0,1,5,0,0,2,0,11,1,95,0,0,0,1,7,5,1,0,62,0,0,1,0,0,0,0,0,1,2,0
TCGA-22-4596-01,180,1,2,4,363,32,0,4,129,23,0,136,2,985,542,0,0,19,0,39,0,4,9,15,0,7,937,3,14,1,0,3,0,33,2,1,8,9,0,4,7,0,5,0,23,11,3,8,1,3,2,12,0,32,18,43,11,3,0,81,2,4,17,0,0,13,0,9,3,0,2,250,8,1,8,0,11,4,2,5,32,3,1,105,2,4,0,2,86,41,9,3,4,1,2,11,4,3,2,13,1,3,17,469,10,1,679,33,0,10,0,2,96,14,0,3,0,4,7,3,3,1,1,10,1,10,3,1,2,374,0,7,100,1,66,2,2,156,26,0,0,0,0,0,2,0,2,3,104,0,0,7,4,1,0,4,12,14,1,1,1,2,5,1,0,0,18,1,0,2,0,6,1,1,0,1,0,7,0,0,2,0,0,0,0,0,2,0,0,2,0,1,3,0,1,2,0,0,0,0,0,56,0,1,0,0,0,1,0,0,0,0,0
TCGA-22-4601-01,2122,327,100,18,23,10,27,58,37,2,6,478,5,685,82,270,2,2,4,3159,0,9,22,19,86,56,178,7,20,0,65,2,22,13,0,7,38,0,0,3,0,0,2,1,31,22,3,17,49,5,19,1,0,14,13,1,0,1,5,117,7,2,23,15,5,37,2,14,6,0,1,303,0,0,10,26,48,42,14,2,61,0,13,21,0,5,8,3,1,36,5,3,0,1,18,0,0,1,9,2,5,16,43,42,15,0,6253,9,0,4,0,0,1,42,0,2,3,7,0,0,1,0,2,1,0,0,0,2,2,0,0,2,220,0,3,1,7,9,5,2,3,1,0,1,0,0,0,1,20,8,2,0,20,17,1,0,0,0,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,12,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0
TCGA-22-4604-01,3462,272,395,107,148,34,270,157,17,19,13,786,8,1782,109,539,0,2,38,5685,3,28,42,44,300,94,1044,110,63,0,56,29,19,55,0,39,1297,3,252,10,201,13,0,2,39,547,2,53,40,4,32,130,11,41,15,1,0,123,224,200,12,1,2,150,32,11,19,29,12,21,9,84,4,6,5,4,63,87,6,7,65,23,34,32,1,2,7,9,0,59,11,10,0,3,6,4,3,6,10,37,3,29,445,0,7,25,886,35,0,8,0,1,1,6,0,3,1,47,14,1,2,1,4,4,0,7,2,1,1,0,0,12,18100,0,17,1,4,1,5,1,1,2,3,3,1,0,1,9,0,0,23,1,0,34,16,8,0,0,1,11,0,5,3,0,11,100,0,6,7,0,1,8,0,3,5,6,3,0,2,0,3,1,8,0,3,1,0,0,0,0,51,0,2,0,2,0,0,0,1,6,5,1,0,0,41,0,0,0,0,0,0,0,0
TCGA-22-4607-01,7993,89,48,8,50,14,2,110,0,12,7,291,79,670,118,6,1,0,1,115,0,58,34,20,0,54,539,102,109,0,1,17,0,54,0,1,64,0,2,12,15,9,1,13,33,47,93,11,0,1,94,219,2,96,52,169,0,0,4,115,91,0,9,1,23,15,1,20,1,0,2,84,3,4,5,3,25,87,1,8,6,0,22,157,1,3,5,11,0,22,3,0,0,159,30,26,3,6,7,31,6,342,20,2,21,0,44,3,0,0,0,0,23,11,0,9,0,80,3,0,1,0,0,14,0,46,0,0,1,88,0,0,135,0,34,2,60,0,2,4,0,2,0,0,3,0,225,1,0,0,0,6,0,11,0,2,1,0,0,0,0,1,8,1,2,0,13,2,0,2,0,3,0,0,9,6,1,3,2,0,0,0,0,22,0,0,0,0,0,6,0,0,30,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-22-4613-01,1461,93,82,150,70,2,84,43,71,4,10,666,98,896,21,248,0,36,12,612,0,89,36,18,8,28,80,2,40,0,0,7,17,19,1,50,14,0,9,12,44,34,2,1,49,219,4,48,65,0,28,28,70,38,28,0,0,17,12,37,19,1,9,364,19,33,12,8,5,23,1,24,2,1,11,6,52,324,0,0,43,46,1,11,6,6,11,2,9,45,1,49,0,0,2,0,0,1,4,3,5,12,103,9,16,0,200,9,0,41,0,0,1,16,0,2,1,46,0,0,12,1,0,9,0,3,1,0,0,0,0,8,761,1,166,0,7,1,1,14,0,2,0,1,0,0,0,0,0,90,0,0,36,106,3,2,0,0,0,4,0,1,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
TCGA-22-5471-01,4150,223,152,270,85,7,120,220,22,3,58,629,274,1221,22,17,0,68,74,700,0,38,82,55,90,62,231,281,42,4,135,18,55,510,3,6,228,2,34,18,390,36,1,41,33,196,6,78,52,0,224,3,85,297,53,4,1,158,76,214,28,1,6,2,14,19,0,8,37,96,4,101,0,3,11,15,96,22,9,11,149,4,27,20,6,23,5,2,0,47,25,5,0,1,54,2,1,13,19,18,3,65,137,1,4,3,653,9,0,0,0,1,2,39,0,0,11,22,0,1,23,4,1,646,0,15,0,0,0,21,0,6,167,0,264,2,1,0,4,0,4,0,0,4,0,0,0,5,0,0,21,1,85,28,28,2,2,13,0,0,0,22,1,0,16,25,13,4,4,7,0,5,0,13,4,9,1,3,2,0,0,3,45,0,3,0,7,0,2,0,11,1,1,0,0,3,0,2,4,6,0,0,0,0,0,0,0,27,0,0,114,1,0
TCGA-22-5472-01,3752,91,1,31,0,15,0,244,1,31,3,1353,48,591,738,4,4,0,4,269,3,27,98,7,0,68,441,9,100,1,0,14,25,49,0,0,6,3,6,6,8,27,11,1,17,40,60,20,50,8,34,226,1,92,13,188,2,2,5,319,72,4,5,2,5,33,3,197,12,0,1,117,5,2,0,0,10,97,2,44,26,0,17,180,2,4,4,32,0,9,104,0,0,0,93,11,3,3,13,27,1,19,7,290,38,3,112,9,0,0,1,2,129,58,0,0,0,5,1,0,0,0,0,13,0,1,3,2,0,341,0,5,6114,0,80,24,61,153,2,5,0,0,3,2,2,0,0,2,264,0,2,3,7,21,1,2,20,0,0,0,2,0,1,1,0,1,118,0,0,1,0,47,0,2,1,0,1,1,2,0,0,1,1,7,0,1,4,0,0,6,0,0,8,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0
TCGA-22-5473-01,6831,585,149,141,369,14,215,220,216,6,115,815,304,1202,294,6,0,102,279,1548,0,69,72,9,0,42,327,120,38,0,25,14,69,114,0,78,42,3,3,13,132,35,5,5,56,126,9,89,5,3,3,0,94,108,33,39,24,3,5,47,19,0,1,2,16,23,11,0,11,33,1,31,2,2,5,5,70,8,2,6,86,0,3,12,4,0,15,0,118,642,35,3,0,0,25,1,1,1,4,23,0,7,754,148,6,1,196,27,0,9,0,0,2,16,0,3,9,13,1,0,0,0,1,11,2,8,0,1,0,9,0,0,139,0,459,0,8,45,1,0,3,1,0,3,0,0,0,2,2,0,0,1,13,59,16,6,1,0,1,3,1,0,0,0,66,0,1,1,0,0,0,0,5,7,0,3,14,2,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,8,1,0,1,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,1
TCGA-22-5474-01,5116,530,65,74,103,17,4,60,8,13,36,824,41,958,23,1,4,1,30,3492,0,40,176,18,0,78,501,1,74,2,26,10,3,111,0,5,8,3,44,9,0,4,12,15,129,182,6,57,0,3,123,37,5,63,27,52,0,12,10,38,18,0,3,7,33,50,4,1,10,1,5,134,7,4,5,3,100,47,75,20,36,17,3,41,8,3,5,64,0,645,30,5,0,4,22,37,2,1,4,30,6,13,8,18,9,2,1565,13,0,35,0,0,5,42,0,3,2,14,8,0,2,1,0,11,0,82,0,0,4,4,0,0,158,1,59,3,40,1,1,2,4,0,0,3,4,0,0,2,0,1,8,11,2,38,1,4,1,0,1,0,0,0,0,1,0,2,3,2,1,5,0,2,4,1,1,1,1,0,4,0,1,1,1,1,1,0,6,0,3,1,9,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
TCGA-22-5477-01,2833,2002,329,458,147,27,167,18,422,17,77,3261,33,1119,207,234,1,0,50,6900,0,16,103,34,1,37,557,8,102,5,35,15,17,61,2,252,4,35,103,91,3,13,4,3,73,161,2,121,330,5,8,142,0,74,31,23,3,243,6,367,2,2,15,1,72,28,2,6,8,49,8,87,4,2,45,3,65,8,91,6,41,20,2,31,11,11,27,2,122,902,36,24,0,4,220,8,1,4,43,5,12,2,820,88,7,0,3673,19,0,0,0,4,11,254,0,3,17,55,1,0,1,3,2,2,0,10,1,1,3,56,1,0,259,0,384,6,7,33,3,0,1,2,0,0,0,1,0,0,16,0,0,5,10,18,7,3,1,0,0,13,0,1,1,2,2,21,6,0,0,0,1,0,39,7,0,0,11,0,0,2,0,0,0,0,3,0,0,0,0,2,38,2,1,10,1,0,1,0,1,7,1,0,0,0,11,0,5,0,0,0,0,0,0
TCGA-22-5478-01,5034,618,223,57,506,17,220,21,119,24,1,71,12,379,130,1,4,100,84,138,0,26,35,10,2,38,472,33,197,1,5,5,13,18,1,248,11,1,0,17,10,77,5,84,286,76,6,343,253,2,3,79,3,299,141,33,190,119,0,91,0,3,9,118,3,28,46,368,32,2,1,64,1,1,18,2,16,52,65,5,33,3,3,44,5,1,13,1,55,88,45,217,0,2,8,14,0,12,18,46,10,115,834,61,8,0,340,12,0,1,0,2,42,20,0,8,0,80,7,0,5,1,5,2,1,10,5,0,0,253,0,50,91107,1,9,1,17,85,3,0,1,5,0,0,4,0,0,1,10,342,0,2,84,17,0,6,2,0,2,14,4,0,4,5,3,0,8,1,0,0,3,1,1,0,0,4,5,0,2,0,5,0,1,5,2,0,3,11,2,5,0,5,6,6,1,1,0,3,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0
TCGA-22-5480-01,9101,149,37,6,66,88,4,41,2,40,0,50,8,317,155,0,2,0,8,123,0,10,31,31,0,6,308,56,59,1,1329,8,11,33,0,1,5,10,19,6,1,3,1,0,502,58,0,4,1,14,5,11,0,123,48,20,0,10,6,836,2,85,3,4,3,27,0,72,75,2,262,161,2,5,1,22,26,9,149,1,256,0,1,9,2,4,2,22,0,330,16,3,0,0,0,1,8,1,10,14,1,44,76,73,63,7,516,5,0,4,0,1,0,8,0,1,1,0,3,0,559,0,2,91,0,2,0,1,1,11,2,1,570,5,2,1,2,36,2,6,14,0,0,1,2,0,0,0,44,0,0,5,5,5,8,10,6,39,0,1,0,3,1,1,1,69,1,0,319,0,0,24,0,1,8,3,4,1,43,0,1,16,1,0,0,0,5,0,1,1,4,0,9,0,1,3,0,0,1,3,4,4,0,0,3,0,0,0,0,0,28,0,0
TCGA-22-5482-01,7210,441,85,162,309,9,88,334,64,3,69,392,86,1526,15,16,1,2,34,627,0,73,145,22,2,74,181,127,37,1,1,8,20,48,1,22,167,2,4,11,1,2,3,5,34,237,2,319,134,2,45,4,0,40,45,114,2,22,11,43,8,0,0,2,24,29,24,110,6,1,7,39,0,17,20,10,81,65,6,70,149,0,18,6,4,2,6,56,6,324,22,0,0,0,19,41,0,1,19,11,2,98,674,4,159,0,608,20,0,0,0,0,5,18,0,2,2,28,0,0,3,1,0,63,0,8,1,2,0,0,0,1,309,0,264,0,4,5,1,3,1,0,0,0,3,0,2,0,0,0,2,2,0,61,11,3,0,0,1,1,0,1,0,0,0,0,2,2,2,0,1,0,11,6,0,9,0,6,0,1,2,0,0,2,0,0,1,0,1,0,0,1,0,7,0,0,1,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0
TCGA-22-5483-01,273,482,0,87,127,34,102,2,12,11,0,286,2,1053,63,88,7,5,1,262,1,6,17,42,1,22,972,3,70,1,55,0,22,441,0,14,10,1,0,18,4,46,3,1,49,65,6,891,265,12,41,14,0,23,92,133,17,0,5,38,28,0,4,1,71,23,5,6,4,49,3,40,1,1,19,5,19,8,1526,4,4,1,0,31,22,9,6,5,18,460,30,145,0,3,1,1,2,9,9,4,27,1,12,3737,14,1,4628,37,1,0,1,1,17,234,0,9,0,36,3,1,12,1,0,20,0,44,1,0,0,103,2,0,3948,0,14,1,76,2,5,7,0,0,0,0,1,3,0,3,0,8,0,0,4,14,12,21,0,1,0,0,0,0,2,30,0,28,5,3,0,1,0,1,103,0,0,4,1,0,7,0,0,8,1,1,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,2,4,0,0,0,2,1,0,0,0,0,0
