Unnamed: 0,CCNB1,ZWINT,PITX1,PBK,GJB3,KPNA2,HOXC13,LYPD3,ATAD2,HOXA10,GJB2,RHCG,PRKCE,KRT6C,SPRR1B,HECW2,TGFBR2,IL20RB,S100A7,PREX2,SPRR2D,SLC1A1,LIMCH1,LY6D,UTRN,TMEM100,SPRR2A,TSKU,GPD1L,CITED2,PTPRM,SPRR3,SBSN,BNC1,RECK,SLC7A11,PROM2,LRRK2,DSC2,CSTA,PAX3,DDAH1,KCNQ5,LEFTY2,TBX18,ENPP4,AKAP12,LPCAT1,ULBP2,FGFBP1,SERTM1,PRDM16,SELE,TMEM45A,PROK2,GREM2,HOXA9,FABP4,ELAVL2,KRT1
TCGA-56-A5DR-01,3789,3980,3410,745,3986,9226,653,17154,5096,94,9085,3293,603,734,3057,185,2943,538,3431,35,7043,95,273,15160,3199,9,25854,10865,1206,1038,360,101,47,4974,236,6162,19329,317,2903,11024,4,1179,35,1,3,154,494,6846,709,29752,4,22,156,3737,0,3,137,50,6,3474
TCGA-56-A62T-01,6488,1647,9324,2193,2934,12238,739,10545,4674,6,15905,11,1149,27424,4139,206,3149,5869,244,74,1616,59,2941,374,2303,10,1482,16461,616,1597,2066,2388,1873,3866,547,56250,8248,113,15076,3483,45,321,658,2,28,1340,2243,5189,1081,14618,193,372,11,1231,2,95,5,112,124,99
TCGA-58-8386-01,2904,626,2022,1195,3203,10139,342,14109,3674,31,13954,925,707,14848,7214,1133,12764,229,7034,392,34,779,3872,220,5343,525,22,8323,1972,6942,3040,4,875,6645,463,651,1471,12876,8408,2308,120,1582,63,25,3,1236,1989,41882,1435,18406,37,492,86,3368,27,22,2,262,1,1475
TCGA-58-8387-01,3609,3675,5283,974,1279,10505,75,577,3354,17,4680,2417,175,193,6507,100,1053,346,47,42,257,239,141,42,933,37,2577,878,783,1566,336,1268,134,802,156,363,1042,395,2776,5981,6,261,205,1,333,344,114,1722,169,2876,0,10,62,663,16,10,5,15,21,36
TCGA-58-8388-01,1455,1317,356,465,462,3864,256,772,2608,5,212,202,459,48,14,583,4409,182,9,391,6,227,2004,4,4750,383,3,3444,567,2211,4928,6,3,42,623,235,3506,3841,8301,2536,74,1627,236,15,1,365,740,11569,136,435,21,183,487,3859,8,38,1,142,144,18
TCGA-58-8390-01,1995,3601,2542,481,838,7915,195,3880,3817,134,4462,755,649,10,6210,315,2708,511,6797,209,3386,214,1768,38,5263,27,1531,3704,513,2052,1975,1874,2241,699,326,605,2405,811,12851,5867,248,838,253,9,53,476,1029,5426,123,878,3,43,268,7817,22,46,83,50,0,1130
TCGA-58-8391-01,5758,4083,3978,1540,1501,9583,118,3004,2780,206,11285,708,539,473,4905,1258,2178,251,2735,36,2237,235,521,276,4161,35,3911,5438,712,777,269,2082,182,3063,398,7461,10262,492,6547,4215,1,294,476,0,695,65,228,6058,193,25928,372,44,36,4387,22,3,40,48,0,4
TCGA-58-8392-01,3353,2336,15629,1152,2147,14405,457,9203,4063,464,39159,29759,1025,3827,17106,389,1561,838,418,109,8508,407,1338,558,4923,96,12195,11305,1063,1258,811,52990,7583,3564,647,4191,10052,1601,20082,10069,149,1552,409,2,740,567,568,4517,1895,14026,163,99,152,1625,11,9,56,63,1,396
TCGA-58-8393-01,2515,1672,2362,662,831,10195,244,4773,4254,250,2935,494,872,3359,1471,702,6159,92,35,144,1410,244,2289,28,3797,301,4422,13466,1029,2405,1813,946,40,2444,356,10222,19761,4299,11639,4950,0,645,55,6,91,1660,746,7515,340,2130,6,610,97,688,22,16,46,80,0,16
TCGA-58-A46J-01,5579,4374,17131,2062,1867,19564,172,3722,6767,217,903,4369,968,1768,4200,775,5801,203,102,216,1814,304,1060,38,2781,632,48934,2456,2005,3195,1463,21433,30,2029,333,371,2109,3814,11316,23987,35,896,463,21,588,577,1036,14209,314,7626,2,146,955,479,40,53,28,737,0,47
TCGA-58-A46K-01,2032,1058,666,725,374,8707,89,3436,1007,169,896,6066,319,827,296,195,1399,120,44,36,117,58,2321,4,3006,19,111,7859,751,429,395,173,42,1754,226,8142,7051,406,3313,1779,7,284,222,7,709,822,304,3318,94,4580,31,598,37,346,2,0,33,1,5,28
