,MIR205HG,LANCL1-AS1,DLX6-AS1,LINC00491,AP000866.2,POU6F2-AS2,AC027288.3,ADAMTS9-AS2,LINC00968,AC011374.1,ADAMTS9-AS1,NAGPA-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355388.1,LINC00355,AL358334.2,SOX2-OT,AC105206.1,RBPMS-AS1,AL139385.1,AC078778.1,AL512662.2,LINC00392,AL162511.1,MAGI2-AS3,NAALADL2-AS2,AP000438.1,HOTAIR,AC008268.1,VIPR1-AS1,LSAMP-AS1,C10orf91,MED4-AS1,LINC00520,AC093510.2,MIR130B,AC006238.1,HOTTIP,LINC02555,PART1,LINC00470,AL033519.3,BCRP3,UCA1,AL157895.1,LINC01705,AP000357.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,LINC02489,LINC00163,LINC00461,AP002478.1,KCNH1-IT1,GDNF-AS1,AC079467.1,LINC00536,C1orf132,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC087612.1,MUC2,LINC00173,AC061975.6,LINC02544,MLIP-IT1,AC012640.1,LINC02471,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC062015.1,LINC00518,LINC00184,LINC00211,STEAP2-AS1,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC006305.1,MIAT,CCDC26,LINC01269,HCG21,AL021395.1,AL357518.1,SSTR5-AS1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,LINC01671,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,AL122019.1,SRGAP3-AS2,LINC01612,FAM138B,LINC00051,H19,NAV2-AS2,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,LINC01160,AC011483.1,LINC00443,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,AC007207.2,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-66-2768-01,5805,7,103,229,9,59,30,18,18,159,4,0,73,92,762,72,2,3,1,206,144,0,20,69,21,4,8,10,250,167,1,63,0,11,6,59,0,341,1,14,0,20,33,9,549,2,0,791,14,12,0,136,1288,66,33,2,355,0,0,4,19,0,2,0,5,112,0,7,22,21,25,718,17,42,10,18,16,6,0,1,5,2,19,27,9,4,0,1,17,83,13,0,22,6,373,0,37,1,149,210,32,0,0,0,5,0,2,0,1,124,36,2,8,0,4,0,3,706,0,30,0,0,0,1,10,7,0,15,88,1,2,1,14,1,2,0,1,0,4,12,0,62,1,0,2,23,12,0,9,69,1,0,25,3,13,0,4,0,17,54,4,0,0,4,1,0,1,1,3,38,77,0,5,1,0,0,0,8,0,1,0,1,0,3,2,3,0,0,2,0,0,1,30,2,0,0,0,0,1,0,0,4,0,2,8,8,0,0
TCGA-66-2770-01,5437,21,694,344,22,98,18,27,59,253,13,5,33,468,1675,136,8,3,1,47,335,5,64,190,40,10,1,8,1227,13,7,58,2,24,33,67,2,28,4,14,10,8,40,56,433,18,13,44,11,65,20,16,68,2,5,4,114,7,0,5,8,3,143,13,14,480,4,5,25,26,60,4,14,179,0,64,40,10,54,13,4,0,0,393,7,2,1,0,1,22,0,3,7,24,73,58,36,9,1308,31,9,0,0,0,13,1,16,0,5,70,5,11,6,1,5,1,2,8,0,28,0,1,1,5,44,10,0,1,165,1,2,1,43,2,0,6,2,1,0,6,3,0,1,33,1,15,2,0,17,2,5,4,6,2,5,0,1,2,20,0,3,10,1,1,0,3,36,3,2,0,4,0,0,1,0,3,8,1,0,1,17,0,2,0,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TCGA-66-2771-01,4607,28,1,157,23,147,19,20,32,246,14,6,36,423,485,534,102,1,52,3,90,0,172,16,40,11,1701,32,350,3,2,6,48,4,33,19,3,35,0,4,2,0,142,354,84,12,0,4,20,28,117,130,1,1,99,3,29,34,1,12,2,1,1,62,2,173,5,0,6,0,22,286,2,19,30,23,8,6,97,6,5,2,4,54,36,7,1,4,2,0,5,5,16,4,105,103,4,1,376,5,33,0,44,1,8,0,1,0,1,110,0,35,0,0,1,0,0,1,0,53,0,2,0,5,5,8,0,8,443,2,1,9,19,1,2,4,1,0,3,0,0,6,0,293,0,59,0,9,110,1,4,7,7,0,1,0,3,1,3,1,39,2,1,0,0,0,59,7,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,2,1,0,0,0
TCGA-66-2777-01,1071,27,80,37,18,14,12,12,26,241,8,7,4,453,572,394,5,0,7,116,2113,0,82,99,7,9,0,19,425,9,0,0,2,13,8,51,2,39,2,9,2,0,79,51,87,16,5,49,30,32,30,86,6,19,29,8,101,13,1,10,136,5,1,12,1,77,3,0,6,5,90,253,2,35,40,3,3,1,102,4,1,2,0,152,11,39,0,17,6,30,5,0,21,1,37,259,35,1,1174,9,58,0,0,0,0,1,20,0,0,75,1,1,3,0,2,2,0,8,0,62,3,1,1,0,144,9,0,0,282,1,6,5,29,14,0,0,0,1,1,6,0,0,0,63,202,105,2,1,13,0,10,1,8,2,2,0,2,0,2,1,19,2,0,0,0,13,9,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,0,1,7,0,1,0,0,0
TCGA-66-2780-01,2818,5,57,186,12,148,18,40,26,150,10,2,25,182,1147,32,7,0,0,84,57,1,44,57,21,1,2,5,652,20,1,20,0,9,10,44,1,19,0,9,5,8,8,5,0,0,0,102,45,53,0,51,12,558,8,2,193,0,3,0,9,0,55,2,6,54,2,4,12,0,6,1,35,7,0,43,10,3,1,5,6,0,1,55,18,2,0,6,0,8,5,10,0,2,418,10,50,1,490,14,14,0,2,0,23,0,3,0,1,7,0,0,2,0,4,0,2,84,0,50,0,0,5,6,9,1,0,163,123,0,0,5,2,3,0,0,1,0,0,0,0,1,3,0,0,7,0,1,2,0,6,0,0,1,0,0,7,0,0,1,4,1,2,3,0,5,4,3,5,0,2,0,25,0,0,12,0,6,0,2,0,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,1,0
TCGA-66-2781-01,10764,6,318,148,14,153,24,13,22,391,11,3,0,533,712,73,1493,0,248,39,515,1,51,35,37,2,532,3,651,34,2,58,0,7,16,63,1,64,2,14,5,16,5,182,210,2,2,4,49,21,5,50,6,10,278,28,74,4,2,6,337,1,31,0,13,188,0,0,41,13,132,708,12,24,31,31,2,6,1,10,30,8,16,201,41,201,1,75,6,6,6,14,2,2,97,3,3,14,493,3,22,0,1,0,4,0,3,0,3,53,0,9,1,0,3,0,0,60,1,99,0,1,13,10,0,6,0,10,4221,0,1,1,2,10,0,1,1,0,1,13,1,1,0,5,1,267,0,1,62,17,2,2,8,1,4,0,4,0,7,2,14,3,0,0,1,1,2,0,5,11,0,12,0,1,0,1,0,10,0,2,1,5,3,0,0,4,0,0,7,2,0,2,1,3,0,0,0,0,0,0,0,0,18,1,29,0,0,13
TCGA-66-2782-01,16961,9,17,326,16,5,22,19,35,658,36,1,8,300,3623,73,0,1,8,190,49,1,76,82,47,4,1,5,735,12,2,0,3,11,19,143,1,11,0,10,2,1,20,1,0,2,7,1,37,34,2,99,1412,184,0,4,62,1,1,0,1,0,29,10,0,240,5,1,0,1,9,8,88,40,0,76,14,5,14,4,8,0,5,26,9,6,0,2,0,20,4,13,0,5,423,29,55,2,741,46,12,0,1,1,7,1,14,0,6,23,0,66,9,1,3,0,0,256,0,50,0,2,1,2,24,5,1,0,6049,0,3,2,5,0,1,8,0,0,4,0,1,4,3,8,0,37,0,3,3,0,4,5,0,2,0,0,1,2,0,0,40,2,3,0,0,3,14,3,0,0,0,0,11,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,0,0,1,1,1,0,0
TCGA-66-2783-01,3055,9,319,385,8,40,0,9,7,326,2,4,10,367,452,30,5,1,13,45,376,0,22,113,15,0,0,1,180,129,0,0,0,3,7,57,0,79,0,4,1,0,3,654,98,0,0,11,3,0,0,10,8,9,0,45,18,1,0,7,1,6,33,0,1,85,1,40,3,1,33,1,3,35,0,13,18,1,13,2,0,0,6,184,3,0,0,9,0,6,2,0,1,6,12,31,17,6,257,9,18,0,0,0,0,0,75,0,0,26,0,15,1,0,0,0,1,3,0,8,4,2,1,0,223,4,0,0,64,0,1,1,10,2,4,1,1,0,0,2,0,1,0,1,1,5,0,3,3,1,1,1,1,0,0,0,0,0,0,0,18,0,0,0,1,2,0,3,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TCGA-66-2785-01,2517,4,19,141,25,138,6,4,15,6,5,2,27,1,1918,26,612,0,148,6,18,0,46,123,25,6,8,4,239,0,10,273,0,2,31,51,4,7,0,9,4,2,9,1,2,3,3,213,20,33,6,21,0,1,11,2,464,27,0,0,1,0,3,8,35,324,6,2,44,3,13,0,1657,84,66,9,2,2,8,10,2,2,34,21,0,135,0,2,2,26,2,9,62,6,150,17,21,1,992,11,32,0,1,1,0,0,5,0,12,160,0,2,3,0,2,0,0,12,0,49,0,1,1,5,7,0,0,0,24028,0,2,179,5,0,15,3,2,0,0,0,0,31,0,6,32,14,0,0,6,14,5,1,23,1,1,0,0,0,0,0,7,0,0,1,4,1,5,0,0,2,0,0,1,11,1,1,1,1,0,1,0,4,4,0,9,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,6,345,1,24,0,0
TCGA-66-2786-01,1750,70,179,15,34,122,73,19,66,21,12,25,87,642,1221,656,22,5,1,2,163,3,168,70,24,17,2,61,374,28,1,17,75,31,7,159,2,9,4,9,6,72,142,7,45,33,14,29,31,7,25,57,44,50,1,0,288,24,2,0,10,3,251,50,0,624,4,0,3,2,7,1,14935,36,0,27,0,2,175,6,0,35,0,36,87,3,0,3,0,84,2,0,8,8,25,244,20,2,391,17,11,0,2,0,172,6,11,0,2,74,2,4,2,0,9,0,0,5,2,17,6,0,15,0,126,30,1,1,36631,5,5,29,100,3,1,4,0,0,0,0,2,1,0,47,1,16,0,6,6,3,6,2,2,0,2,1,8,0,0,1,26,2,3,0,2,0,126,6,1,37,0,3,0,3,1,0,0,7,2,0,1,4,0,1,2,0,0,0,0,0,0,1,0,1,0,0,9,1,1,0,1,0,0,0,0,1,0,0
TCGA-66-2787-01,2422,10,519,2,13,19,26,14,17,112,11,3,50,653,468,60,2,0,88,5,4190,1,30,23,61,0,1,4,463,7,0,4,1,14,2,43,1,29,1,5,3,6,6,4,341,8,2,39,30,11,5,11,6,0,3,7,229,0,0,2,76,2,3,7,3,45,8,0,32,2,56,0,2,48,6,8,7,2,2,13,3,5,1,406,5,38,3,48,1,0,1,2,0,5,55,6,2,5,7879,8,7,0,0,0,0,0,0,0,5,9,41,3,0,0,1,1,1,6,0,22,0,0,2,7,0,2,4,1,212,0,1,1,4,5,1,2,0,0,0,1,0,0,0,0,336,10,7,2,11,1,2,0,0,2,3,0,1,0,1,0,1,0,1,0,5,1,4,0,2,0,1,1,0,1,0,0,1,0,1,0,1,2,4,0,0,8,0,2,2,3,0,0,0,0,3,0,0,1,0,0,0,0,9,0,0,0,0,2
TCGA-66-2788-01,3152,8,91,150,9,30,28,14,43,79,13,4,3,443,1100,40,36,1,61,112,216,0,12,89,24,1,2,1,789,8,0,3,0,6,24,20,0,81,2,2,1,5,4,142,170,3,0,51,12,159,3,30,591,147,11,31,48,1,5,14,16,15,48,1,5,94,4,3,2,0,13,108,5,37,3,47,3,1,32,4,1,6,33,141,31,5,0,32,10,11,4,8,13,0,365,12,55,0,583,13,66,0,5,1,3,32,51,0,0,68,0,6,0,0,1,0,1,164,0,78,5,0,4,3,295,15,0,0,82,0,0,2,1,2,1,0,0,1,2,1,0,23,4,0,0,506,3,16,34,11,4,1,1,2,2,2,1,0,4,4,28,14,1,1,0,6,1,6,2,0,3,4,10,6,1,1,0,1,1,2,0,1,0,0,4,0,0,2,2,0,1,2,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
TCGA-66-2789-01,9018,73,112,151,60,303,95,54,77,45,32,14,0,643,237,436,3,1,195,2,155,1,118,86,18,27,1,40,920,17,3,617,31,14,1,26,0,4,3,5,5,24,102,202,533,20,4,0,94,30,23,6,97,3,1,1,75,45,2,0,77,0,83,87,2,146,2,8,19,5,28,1,94,77,0,43,24,2,68,3,25,3,31,116,114,157,0,540,2,4,10,4,30,6,64,206,108,12,336,6,9,0,0,0,1,6,2,0,1,225,9,3,3,0,29,1,0,10,1,80,2,3,6,36,1,187,0,0,794,4,1,2,50,1,0,0,5,1,0,0,0,2,5,39,817,15,0,4,1,13,5,1,1,0,0,0,0,1,2,11,51,1,3,0,1,1,41,3,0,0,1,4,0,9,0,8,0,1,2,0,0,8,5,1,2,0,74,1,0,8,0,4,0,2,0,0,1,0,0,1,0,1,6,0,0,0,0,2
TCGA-66-2790-01,1631,32,509,191,10,145,17,41,24,130,18,7,34,327,669,113,1,0,187,47,330,0,19,33,49,7,339,8,1958,8,0,124,5,11,32,112,2,13,1,6,2,71,19,11,238,10,5,15,24,23,14,37,64,81,183,2,143,5,1,31,45,1,20,6,4,109,6,0,41,27,46,135,220,96,35,67,5,0,19,10,7,0,2,76,37,624,0,6,12,54,3,15,64,3,1366,38,5,0,665,23,5,0,0,0,94,21,73,0,8,193,51,20,64,0,60,0,3,109,10,54,6,4,6,11,383,207,0,94,16382,1,3,11,71,1,3,0,1,3,0,1,0,2,3,21,482,141,9,0,4,223,2,0,87,1,9,1,0,1,13,91,42,6,1,1,0,4,0,3,5,5,6,6,0,3,0,3,1,60,0,3,2,10,6,6,12,36,1,2,8,2,13,1,0,1,0,0,1,0,6,0,0,2,22,24,0,6,1,1
TCGA-66-2791-01,2295,6,411,225,9,137,21,15,33,257,10,6,29,567,857,41,0,0,0,51,1880,0,27,174,36,1,0,0,732,30,1,47,0,8,14,115,0,7,1,8,0,4,7,87,63,2,13,41,38,22,16,31,47,8,4,3,114,2,0,17,7,7,9,2,85,90,4,2,5,27,18,0,4,230,14,66,16,3,5,7,3,52,79,273,11,1,0,2,0,25,2,5,27,6,495,42,10,4,1894,21,23,1,1,0,0,0,7,0,0,11,4,2,3,1,1,0,0,16,0,68,0,0,0,1,24,6,0,1,251,1,2,9,23,3,2,1,0,0,1,1,1,2,4,0,0,11,3,1,63,16,6,2,0,0,0,0,0,0,0,6,1,2,1,4,0,3,1,2,0,1,1,5,2,2,1,4,277,1,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,10,0,0,1,0,0,0,0,0,1
TCGA-66-2792-01,2353,7,329,259,10,235,16,27,23,211,34,0,39,1637,585,4,4,0,31,202,1890,0,54,100,27,0,27,0,336,29,0,20,0,18,92,159,0,100,1,21,2,16,1,368,12,0,0,3,17,56,0,68,59,9,427,242,63,0,0,7,0,12,63,2,4,37,2,1,5,0,57,253,0,36,2,110,2,5,0,2,7,0,0,283,13,1,1,0,5,2,2,5,17,8,378,1,6,1,292,14,18,0,103,0,0,0,3,0,5,1388,10,3,7,0,3,3,1,6,0,4,0,0,0,13,0,0,0,2,206,0,0,3,1,6,0,0,1,0,4,2,0,1,6,2,0,6,0,5,80,28,4,0,0,2,2,0,0,0,23,23,2,1,2,0,0,5,2,12,1,0,2,12,0,0,1,2,0,3,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,10,1,0,0,0,0,0,0,0
TCGA-66-2793-01,7740,25,304,231,11,319,9,6,1,24,4,12,85,578,305,104,11,3,0,0,264,0,58,41,64,15,1,9,1252,1,1,91,1,19,57,57,0,4,6,19,4,13,6,45,290,3,7,16,2,1,9,26,2,11,0,0,118,2,2,68,11,1,4,5,1,164,1,0,7,34,21,0,4675,95,0,4,2,1,0,2,4,0,0,112,1,1,3,0,0,13,0,3,128,10,134,49,13,2,205,24,2,0,496,0,0,0,7,0,7,121,0,12,0,0,2,0,3,1,1,2,1,0,6,0,8,39,0,0,20133,3,1,1,13,9,0,4,5,0,0,0,3,0,4,16,0,3,2,0,6,9,1,0,29,2,1,2,0,1,2,108,6,3,0,0,0,0,10,33,0,1,0,5,0,3,2,0,1,21,0,10,0,1,17,2,0,11,0,1,0,3,1,0,5,1,0,0,0,0,0,0,5,17,0,0,0,0,0,0
TCGA-66-2794-01,1615,2,459,130,7,90,5,5,11,26,6,0,25,1100,803,17,4,1,0,20,3959,0,28,58,14,0,0,3,135,13,2,10,0,5,23,61,0,23,0,5,1,1,7,82,0,3,1,106,9,21,0,20,0,0,1,29,63,1,0,0,26,2,3,0,5,19,2,1,2,0,23,0,2,45,0,12,25,3,3,1,2,1,0,251,2,3,0,0,0,40,0,5,54,8,200,10,7,2,499,3,13,1,31,0,6,0,22,0,4,11,4,12,9,0,0,3,1,1,0,2,0,0,0,0,105,0,0,7,211,0,3,1,2,2,0,5,0,0,0,1,1,0,5,1,0,7,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-66-2800-01,1160,36,402,101,23,273,31,49,66,137,17,12,31,862,725,321,70,0,110,161,3721,0,76,48,11,9,1,45,448,4,1,3,74,8,46,12,1,112,7,15,3,16,83,67,131,32,4,38,34,74,37,25,16,8,65,69,99,32,4,9,58,19,18,17,16,45,5,3,28,3,72,33,4,40,5,14,4,0,97,4,12,18,6,168,10,93,0,5,0,5,5,4,20,0,72,165,0,4,1397,16,16,1,29,2,1,1,18,0,6,107,36,47,5,0,1,0,0,11,2,2,1,0,11,2,38,25,0,7,390,4,1,0,77,3,0,3,1,2,4,11,0,0,1,38,525,11,1,1,57,2,5,0,5,0,4,0,1,0,0,1,9,1,5,0,1,1,37,1,5,1,0,2,0,1,0,2,2,1,0,2,2,0,7,0,0,3,0,2,0,0,0,0,0,0,2,2,0,0,1,1,0,1,31,0,1,0,0,0
TCGA-68-7755-01,2304,4,1576,56,25,235,6,9,24,206,5,1,58,569,853,2,21,0,0,478,2424,0,30,237,19,0,602,0,286,17,0,26,0,27,47,509,0,838,2,10,4,18,0,456,10,0,3,355,24,49,0,12,0,2,304,111,34,0,2,7,12,15,9,0,4,29,1,4,6,4,43,50,2,56,3,30,26,1,0,3,2,50,0,269,4,1,0,1,7,3,3,0,1,13,396,0,7,12,218,34,73,0,23,2,3,0,0,0,2,0,16,40,0,0,3,1,0,13,0,7,0,0,1,12,2,0,0,0,420,0,2,61,2,4,0,0,0,0,0,3,0,0,5,1,1,12,0,0,29,5,2,0,1,1,1,0,0,0,3,0,2,1,0,4,1,0,5,0,3,3,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,30,1,0,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-68-7756-01,7923,14,240,22,22,5,23,10,13,104,50,15,3,364,1704,515,1,2,38,1,104,2,58,211,38,19,0,29,593,16,3,0,4,33,1,27,1,117,2,6,3,4,42,376,3,20,4,1014,40,104,28,13,253,5,8,15,497,7,2,5,21,11,159,10,8,111,0,0,3,0,19,0,1019,27,0,115,12,1,102,1,1,10,0,134,16,26,0,2,0,24,0,1,7,4,11,222,30,0,990,14,216,0,9,2,80,1,1,0,1,63,0,1,1,1,1,1,0,22,0,12,0,0,2,0,0,18,0,5,1621,2,5,5,154,1,0,0,0,1,0,1,0,0,7,40,0,2,3,0,0,0,4,6,0,0,0,0,1,0,0,0,25,9,0,2,0,28,105,3,0,0,8,0,1,5,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
TCGA-68-7757-01,6092,1,88,0,16,22,7,5,32,188,1,5,12,1759,354,26,17,1,0,32,558,0,51,201,19,1,0,0,294,15,0,1,0,15,2,94,0,0,4,10,11,0,0,59,77,6,4,158,20,18,3,8,138,0,1,3,37,5,12,0,0,26,89,14,6,46,0,1,16,2,56,1,528,9,0,32,2,4,2,8,0,0,1,83,30,0,0,179,90,6,0,4,15,1,1,0,62,3,743,4,31,0,2,2,258,0,7,0,11,26,0,9,8,0,0,1,0,11,0,21,0,0,4,18,2,8,0,0,11383,0,3,77,3,7,1,4,0,0,0,2,1,0,0,3,1,11,0,2,136,1,2,3,0,1,0,0,8,0,0,1,63,1,1,1,0,4,3,11,0,4,1,0,2,5,2,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-68-8250-01,6615,27,214,4,18,67,45,11,109,24,51,8,2,486,714,425,8,5,61,4,180,0,72,27,48,15,355,33,294,2,5,0,46,12,8,15,4,4,5,14,2,5,42,207,149,25,2,3,9,9,73,34,87,2,15,0,113,9,4,1,37,0,1,37,2,106,1,9,17,1,11,31,20,6,0,4,3,7,40,4,10,6,5,209,24,1,0,15,0,6,1,7,33,17,381,68,13,2,384,8,6,0,56,6,0,0,17,0,4,69,0,1,4,0,4,0,0,3,1,7,1,0,0,4,46,14,0,0,152,3,0,12,66,1,2,8,0,0,0,4,3,0,1,103,1,5,5,3,18,1,3,8,0,0,6,0,1,2,0,0,35,1,1,2,0,1,17,11,0,2,0,29,0,1,1,0,0,0,0,0,0,7,7,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,24,0,9,0,0,0
TCGA-68-8251-01,3942,8,754,255,4,124,19,14,32,31,8,1,7,290,1320,29,31,0,0,25,99,0,6,26,35,4,6,4,472,334,1,62,0,7,116,33,2,9,4,4,1,2,3,15,385,1,3,0,17,33,3,7,32,1,0,1,313,34,1,50,7,1,17,0,4,47,2,1,21,12,39,163,0,102,4,36,3,4,1,8,3,0,62,50,48,66,0,0,1,3,4,1,2,6,652,7,34,0,924,8,4,0,0,3,0,0,2,0,2,90,0,46,0,2,3,0,2,1367,0,6,1,1,4,2,0,1,0,0,117,0,0,5,4,2,14,1,3,1,3,4,2,0,6,0,1,147,0,0,19,6,14,1,2,1,2,0,1,1,0,0,0,8,0,0,0,0,1,1,1,4,2,1,4,11,2,2,109,1,0,0,1,4,0,3,0,0,0,2,0,2,0,0,0,17,8,0,41,0,0,0,0,0,0,2,0,1,0,0
TCGA-68-A59I-01,9742,14,227,276,12,72,18,30,28,186,48,1,36,534,557,22,1,1,6,7,415,0,11,40,53,3,1,5,520,5,0,2,0,18,37,11,4,57,1,13,1,33,1,120,6,0,27,3,45,50,1,15,142,5,2,3,54,0,4,27,8,114,1554,0,1,369,2,0,15,0,12,0,36,39,17,44,1,6,2,1,5,0,0,121,57,8,1,11,1,14,2,6,15,6,194,17,58,5,1125,16,9,0,4,0,7,2,8,0,5,30,1,2,3,0,11,0,1,6,0,11,0,0,2,4,22,3,1,4,2182,0,4,1,0,4,0,0,2,0,2,7,2,2,1,2,1,10,0,3,27,1,1,0,0,1,15,0,0,0,0,1,9,2,0,0,4,3,0,16,1,0,1,6,0,2,2,2,0,1,0,0,1,1,1,0,1,0,0,7,4,0,0,0,8,3,0,1,0,0,6,0,0,0,0,1,1,0,0,0
TCGA-68-A59J-01,4240,20,668,576,25,60,38,17,12,53,15,7,18,1219,489,303,191,6,160,54,2103,1,52,596,51,5,582,17,346,1,1,8,7,38,9,18,4,8,0,8,3,1,56,8,349,18,2,31,6,45,10,13,24,0,22,14,144,3,0,18,32,7,6,49,5,347,7,0,92,13,21,9,2,80,1,29,21,6,68,7,1,29,12,618,21,17,0,0,2,10,2,0,14,36,14,99,29,1,12983,11,23,0,5,0,1,12,28,0,9,52,13,46,4,1,1,1,1,3,0,5,8,0,1,1,130,14,1,8,164,4,0,5,46,4,0,1,2,1,7,3,0,0,0,31,0,158,11,3,2,3,3,2,37,9,1,0,3,1,0,5,3,3,0,14,1,2,59,10,1,0,0,4,1,0,2,0,0,2,0,0,3,0,1,0,1,46,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,4,0,11,0,0,0,0
TCGA-6A-AB49-01,8136,23,728,204,32,150,9,1,0,15,0,1,12,144,1475,58,6,0,3,205,106,0,8,76,177,5,0,1,331,84,0,1,2,8,1,82,4,82,0,12,6,21,1,0,0,2,18,101,0,9,0,27,4,60,125,0,562,0,5,0,8,0,4,4,0,25,0,2,43,36,2,0,242,46,0,11,7,9,3,19,2,4,0,3,0,1,0,1,198,10,0,15,31,6,416,73,32,1,621,9,2,0,0,0,1,1,1,0,22,0,0,0,0,0,0,0,4,88,0,6,0,0,20,0,5,1,0,0,129,0,1,0,4,3,0,0,1,0,1,45,0,4,1,1,0,8,0,0,0,0,0,0,0,1,1,0,6,0,3,0,3,0,1,0,3,4,3,0,0,2,0,0,2,0,0,0,0,10,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0
TCGA-70-6722-01,6296,9,0,0,10,0,12,17,12,836,20,9,50,58,532,424,1,0,196,2,20,1,28,106,4,6,0,8,572,0,0,0,6,5,0,118,1,49,3,4,13,0,19,0,3,9,0,343,22,94,9,15,320,10,0,1,312,7,4,6,8,0,4,15,2,35,2,4,37,3,13,1,1034,43,2,58,12,2,27,1,0,4,33,110,18,167,0,0,25,22,1,2,6,1,1387,75,25,0,126,11,7,0,0,0,0,1,0,0,0,124,0,2,3,0,1,0,0,191,0,23,0,2,11,6,1,71,0,0,6255,0,2,10,29,3,0,0,0,0,0,0,0,1,3,9,0,11,18,3,4,0,75,11,0,1,1,0,1,0,0,1,3,5,0,2,0,4,13,1,0,7,12,0,9,2,0,2,0,1,4,1,0,7,0,0,0,0,0,22,0,0,0,0,11,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0
